#grid point     c_iterations    c_convergence           elem_conserved          P (bar)                 T (K)                   n_<tot> (cm-3)          n_g (cm-3)              m (g/mol)               e-      Al      Ar      C       Ca      Cl      Co      Cr      Cu      F       Fe      Ge      H       He      K       Mg      Mn      N       Na      Ne      Ni      O       P       S       Si      Ti      V       Zn      
0               126             ok                      ok                      1.0000000000e-10        5.0364387643e+02        2.6592530764e+09        1.4381134875e+09        4.4728097085e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
1               126             ok                      ok                      1.2388629240e-10        5.0364387661e+02        3.2944685838e+09        1.7816254796e+09        4.4728348412e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
2               125             ok                      ok                      1.5347813444e-10        5.0364387683e+02        4.0814457428e+09        2.2071897501e+09        4.4728906241e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
3               124             ok                      ok                      1.9013837041e-10        5.0364387711e+02        5.0565090292e+09        2.7344055461e+09        4.4730296843e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
4               122             ok                      ok                      2.3555537753e-10        5.0364387746e+02        6.2648125404e+09        3.3875536479e+09        4.4733801088e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
5               117             ok                      ok                      2.9182082376e-10        5.0364387789e+02        7.7626130347e+09        4.1967146138e+09        4.4741692069e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
6               111             ok                      ok                      3.6152599901e-10        5.0364387842e+02        9.6197936595e+09        5.1991541322e+09        4.4755556905e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
7               107             ok                      ok                      4.4788115623e-10        5.0364387907e+02        1.1922151026e+10        6.4410392821e+09        4.4772627257e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
8               107             ok                      ok                      5.5486335881e-10        5.0364387989e+02        1.4774558009e+10        7.9795647457e+09        4.4786713654e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
9               108             ok                      ok                      6.8739964312e-10        5.0364388090e+02        1.8306952756e+10        9.8855868932e+09        4.4794790527e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
