#grid point     c_iterations    c_convergence           elem_conserved          P (bar)                 T (K)                   n_<tot> (cm-3)          n_g (cm-3)              m (g/mol)               e-      Al      Ar      C       Ca      Cl      Co      Cr      Cu      F       Fe      Ge      H       He      K       Mg      Mn      N       Na      Ne      Ni      O       P       S       Si      Ti      V       Zn      
0               10              ok                      ok                      1.0000000000e-10        5.0364387643e+02        2.7159019416e+09        1.4381134875e+09        4.3694242757e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
1               10              ok                      ok                      1.2388629240e-10        5.0364387661e+02        3.3646488825e+09        1.7816254796e+09        4.3694485127e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
2               10              ok                      ok                      1.5347813444e-10        5.0364387683e+02        4.1683600331e+09        2.2071897501e+09        4.3694708220e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
3               10              ok                      ok                      1.9013837041e-10        5.0364387711e+02        5.1640521437e+09        2.7344055461e+09        4.3694923542e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
4               10              ok                      ok                      2.3555537753e-10        5.0364387746e+02        6.3975873715e+09        3.3875536479e+09        4.3695160104e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
5               10              ok                      ok                      2.9182082376e-10        5.0364387789e+02        7.9257942143e+09        4.1967146138e+09        4.3695493193e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
6               10              ok                      ok                      3.6152599901e-10        5.0364387842e+02        9.8191150135e+09        5.1991541322e+09        4.3696126931e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
7               10              ok                      ok                      4.4788115623e-10        5.0364387907e+02        1.2164950903e+10        6.4410392821e+09        4.3697611617e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
8               10              ok                      ok                      5.5486335881e-10        5.0364387989e+02        1.5071981968e+10        7.9795647457e+09        4.3701308995e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
9               10              ok                      ok                      6.8739964312e-10        5.0364388090e+02        1.8675745459e+10        9.8855868932e+09        4.3709794360e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
10              10              ok                      ok                      8.5159393183e-10        5.0364388215e+02        2.3144747810e+10        1.2246887054e+10        4.3725019295e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
11              10              ok                      ok                      1.0550081484e-09        5.0364388369e+02        2.8685099298e+10        1.5172214258e+10        4.3743211216e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
12              10              ok                      ok                      1.3070104796e-09        5.0364388561e+02        3.5548006142e+10        1.8796293648e+10        4.3756875696e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
13              10              ok                      ok                      1.6192068245e-09        5.0364388799e+02        4.4046223903e+10        2.3286031199e+10        4.3763948288e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
14              10              ok                      ok                      2.0059753011e-09        5.0364389093e+02        5.4570995950e+10        2.8848200531e+10        4.3766966421e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
15              10              ok                      ok                      2.4851284270e-09        5.0364389458e+02        6.7608047354e+10        3.5738965803e+10        4.3768302923e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
16              10              ok                      ok                      3.0787334695e-09        5.0364389909e+02        8.3758912456e+10        4.4275679278e+10        4.3769248675e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
17              10              ok                      ok                      3.8141287483e-09        5.0364390469e+02        1.0376932868e+11        5.4851496883e+10        4.3770732607e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
18              10              ok                      ok                      4.7251826936e-09        5.0364391162e+02        1.2856634540e+11        6.7953484879e+10        4.3774264030e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
19              10              ok                      ok                      5.8538536482e-09        5.0364392021e+02        1.5930953614e+11        8.4185051537e+10        4.3783459219e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
20              10              ok                      ok                      7.2521222472e-09        5.0364393084e+02        1.9746824820e+11        1.0429373690e+11        4.3806878410e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
21              10              ok                      ok                      8.9843853723e-09        5.0364394402e+02        2.4493979156e+11        1.2920564047e+11        4.3861262007e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
22              12              ok                      ok                      1.1130421933e-08        5.0364396035e+02        3.0418186270e+11        1.6006807236e+11        4.3967495448e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
23              15              ok                      ok                      1.3789067061e-08        5.0364398058e+02        3.7825472184e+11        1.9830239220e+11        4.4132605261e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
24              16              ok                      ok                      1.7082763938e-08        5.0364400564e+02        4.7079865590e+11        2.4566946921e+11        4.4339144771e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
25              14              ok                      ok                      2.1163202882e-08        5.0364403669e+02        5.8611798732e+11        3.0435077820e+11        4.4556783502e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
26              13              ok                      ok                      2.6218307404e-08        5.0364407515e+02        7.2943368687e+11        3.7704886621e+11        4.4760151369e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
27              12              ok                      ok                      3.2480888972e-08        5.0364412280e+02        9.0740248827e+11        4.6711181668e+11        4.4945099386e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
28              12              ok                      ok                      4.0239369086e-08        5.0364418183e+02        1.1288423921e+12        5.7868744322e+11        4.5132831060e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
29              12              ok                      ok                      4.9851062446e-08        5.0364425496e+02        1.4049439692e+12        7.1691431390e+11        4.5341404218e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
30              18              ok                      ok                      6.1758632986e-08        5.0364434555e+02        1.7490668771e+12        8.8815840340e+11        4.5563752121e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
31              38              ok                      ok                      7.6510480643e-08        5.0364445779e+02        2.1771211667e+12        1.1003062714e+12        4.5779609605e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
32              45              ok                      ok                      9.4785997765e-08        5.0364459684e+02        2.7084971742e+12        1.3631282683e+12        4.5972196163e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
33              58              ok                      ok                      1.1742685835e-07        5.0364476910e+02        3.3671421573e+12        1.6887284947e+12        4.6132318467e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
34              77              ok                      ok                      1.4547578108e-07        5.0364498251e+02        4.1827857601e+12        2.0921022343e+12        4.6257956534e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
35              104             ok                      ok                      1.8022455153e-07        5.0364524689e+02        5.1923353341e+12        2.5918265307e+12        4.6351155810e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
36              139             ok                      ok                      2.2327351488e-07        5.0364557442e+02        6.4415511432e+12        3.2109157062e+12        4.6415748661e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
37              178             ok                      ok                      2.7660527949e-07        5.0364598019e+02        7.9871734371e+12        3.9778812157e+12        4.6456354304e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
38              210             ok                      ok                      3.4267602534e-07        5.0364648287e+02        9.8998048009e+12        4.9280446355e+12        4.6478899225e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
39              228             ok                      ok                      4.2452862274e-07        5.0364710563e+02        1.2267559668e+13        6.1051642377e+12        4.6490549710e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
