#grid point     c_iterations    c_convergence           elem_conserved          P (bar)                 T (K)                   n_<tot> (cm-3)          n_g (cm-3)              m (g/mol)               e-      Al      Ar      C       Ca      Cl      Co      Cr      Cu      F       Fe      Ge      H       He      K       Mg      Mn      N       Na      Ne      Ni      O       P       S       Si      Ti      V       Zn      
59              1564            ok                      ok                      3.0787334695e-05        5.0387794771e+02        8.4113488830e+14        4.4255113462e+14        3.0440812657e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
60              1684            ok                      ok                      3.8141287483e-05        5.0393380819e+02        1.0729443700e+15        5.4819941864e+14        3.1346760135e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
61              1869            ok                      ok                      4.7251826936e-05        5.0400298462e+02        1.3898333540e+15        6.7905071947e+14        3.2780418950e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
62              2089            ok                      ok                      5.8538536482e-05        5.0408864328e+02        1.8160977687e+15        8.4110780801e+14        3.4581314309e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
63              2313            ok                      ok                      7.2521222472e-05        5.0419469906e+02        2.3740220248e+15        1.0417980933e+15        3.6496824284e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
64              2521            ok                      ok                      8.9843853723e-05        5.0432599022e+02        3.0872582797e+15        1.2903090386e+15        3.8320668401e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
65              2710            ok                      ok                      1.1130421933e-04        5.0448849277e+02        3.9828697340e+15        1.5980011248e+15        3.9918373965e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
66              2878            ok                      ok                      1.3789067061e-04        5.0468958269e+02        5.0915334300e+15        1.9789155471e+15        4.1207392803e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
67              3020            ok                      ok                      1.7082763938e-04        5.0493835587e+02        6.4481946078e+15        2.4503972435e+15        4.2145908733e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
68              3126            ok                      ok                      2.1163202882e-04        5.0524601702e+02        8.0975049595e+15        3.0338577512e+15        4.2747407311e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
69              3185            ok                      ok                      2.6218307404e-04        5.0562634992e+02        1.0104172255e+16        3.7557067099e+15        4.3088644753e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
70              3197            ok                      ok                      3.2480888972e-04        5.0609628295e+02        1.2557342880e+16        4.6484854579e+15        4.3265331172e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
71              3173            ok                      ok                      4.0239369086e-04        5.0667656405e+02        1.5569249896e+16        5.7522408684e+15        4.3349528505e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
72              3126            ok                      ok                      4.9851062446e-04        5.0739255835e+02        1.9277585787e+16        7.1161819294e+15        4.3386973231e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
73              3064            ok                      ok                      6.1758632986e-04        5.0827517983e+02        2.3849729348e+16        8.8006649857e+15        4.3403196513e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
74              2996            ok                      ok                      7.6510480643e-04        5.0936196194e+02        2.9488388681e+16        1.0879555147e+16        4.3410386634e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
75              2924            ok                      ok                      9.4785997765e-04        5.1069826304e+02        3.6439354086e+16        1.3443010028e+16        4.3413809512e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
76              2851            ok                      ok                      1.1742685835e-03        5.1233858621e+02        4.5000742512e+16        1.6600726466e+16        4.3415652721e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
77              2779            ok                      ok                      1.4547578108e-03        5.1434796969e+02        5.5533452317e+16        2.0485680031e+16        4.3416822645e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
78              2708            ok                      ok                      1.8022455152e-03        5.1680337155e+02        6.8472844874e+16        2.5258370685e+16        4.3417697436e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
79              2642            ok                      ok                      2.2327351488e-03        5.1979493011e+02        8.4341673861e+16        3.1111567112e+16        4.3418426318e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
80              2580            ok                      ok                      2.7660527949e-03        5.2342693288e+02        1.0376425519e+17        3.8275521531e+16        4.3419058827e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
81              2525            ok                      ok                      3.4267602534e-03        5.2781827608e+02        1.2748172227e+17        4.7023615146e+16        4.3419583842e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
82              2478            ok                      ok                      4.2452862274e-03        5.3310215727e+02        1.5636831752e+17        5.7678406583e+16        4.3419943859e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
83              2441            ok                      ok                      5.2593277089e-03        5.3942473153e+02        1.9144859259e+17        7.0618110930e+16        4.3420001292e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
84              2413            ok                      ok                      6.5155861036e-03        5.4694249713e+02        2.3391525007e+17        8.6283655578e+16        4.3419393089e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
85              2396            ok                      ok                      8.0719180519e-03        5.5581827887e+02        2.8514473475e+17        1.0518665305e+17        4.3416865931e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
86              2386            ok                      ok                      1.0000000000e-02        5.6621584782e+02        3.4668934890e+17        1.2791889425e+17        4.3406978128e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
87              2375            ok                      ok                      1.2388629240e-02        5.7829343552e+02        4.2008819132e+17        1.5516426576e+17        4.3361322115e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
88              2322            ok                      ok                      1.5347813444e-02        5.9219661660e+02        5.0545278430e+17        1.8771427791e+17        4.3125788072e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
89              2144            ok                      ok                      1.9013837041e-02        6.0805117395e+02        5.9562538959e+17        2.2648860323e+17        4.2119249923e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
90              1821            ok                      ok                      2.3555537753e-02        6.2595655858e+02        6.7246073084e+17        2.7256215003e+17        3.9514383780e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
91              1422            ok                      ok                      2.9182082376e-02        6.4598038277e+02        7.2238552417e+17        3.2720028020e+17        3.5359758592e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
