#P (bar)        	T (K)           	n_<tot> (cm-3)  	n_g (cm-3)      	m (g/mol)       	H2O1            	C1O2            	C1O1            	C1H4            	H3N1            	H2              	He              	N2              
7.2521222472e-01	1.0984370804e+03	8.5126794873e+18	4.7819678116e+18	2.8511083916e+01	7.0133866093e-07	1.1373559476e-05	4.7567180356e-01	3.1151569621e-02	2.9763971262e-07	2.9352242613e-02	1.6307747594e-02	6.2387693121e-02
8.9843853723e-01	1.1190466724e+03	1.0342938964e+19	5.8150960065e+18	2.8486636297e+01	7.8897495810e-07	1.1478510505e-05	4.7530652942e-01	3.0289886663e-02	3.4949779931e-07	3.0536827468e-02	1.6293764576e-02	6.2235158510e-02
1.1130421933e+00	1.1353343207e+03	1.2624508592e+19	7.1007558234e+18	2.8475017638e+01	9.2074863355e-07	1.2460224176e-05	4.7509663401e-01	2.9813915823e-02	4.0931437586e-07	3.1154832570e-02	1.6287118917e-02	6.2146469477e-02
1.3789067061e+00	1.1475234448e+03	1.5474453217e+19	8.7034218448e+18	2.8476026027e+01	1.1035774608e-06	1.4355575841e-05	4.7504394253e-01	2.9724636752e-02	4.7746855415e-07	3.1207144593e-02	1.6287696391e-02	6.2123146564e-02
1.7082763938e+00	1.1563175804e+03	1.9033157605e+19	1.0700343714e+19	2.8488344808e+01	1.3457761033e-06	1.7285804916e-05	4.7511249894e-01	2.9955074355e-02	5.5438731905e-07	3.0777950849e-02	1.6294742302e-02	6.2155644823e-02
2.1163202882e+00	1.1627963524e+03	2.3465987626e+19	1.3182398980e+19	2.8510083251e+01	1.6530980509e-06	2.1371938477e-05	4.7524218309e-01	3.0398791285e-02	6.4035411430e-07	3.0000551253e-02	1.6307175988e-02	6.2227537785e-02
2.6218307404e+00	1.1681705639e+03	2.8967323893e+19	1.6256053129e+19	2.8539565950e+01	2.0236506443e-06	2.6635247995e-05	4.7536694673e-01	3.0947107993e-02	7.3527051469e-07	2.9012199898e-02	1.6324039182e-02	6.2321756045e-02
3.2480888972e+00	1.1735022134e+03	3.5768529866e+19	2.0047522576e+19	2.8575541896e+01	2.4470183410e-06	3.2944428032e-05	4.7542977505e-01	3.1514859950e-02	8.3893831719e-07	2.7928936525e-02	1.6344616194e-02	6.2425287437e-02
4.0239369086e+00	1.1795462531e+03	4.4148863594e+19	2.4708871154e+19	2.8616777128e+01	2.9109043194e-06	4.0063619485e-05	4.7539094175e-01	3.2045260106e-02	9.5197669580e-07	2.6845005136e-02	1.6368201964e-02	6.2530004756e-02
4.9851062446e+00	1.1867805393e+03	5.4445917925e+19	3.0424308752e+19	2.8661485863e+01	3.4098869858e-06	4.7746612423e-05	4.7523286172e-01	3.2501133964e-02	1.0766819079e-06	2.5839605713e-02	1.6393774339e-02	6.2630280093e-02
6.1758632986e+00	1.1955395013e+03	6.7062706780e+19	3.7415405959e+19	2.8706795312e+01	3.9497192543e-06	5.5785563537e-05	4.7496473197e-01	3.2853946897e-02	1.2174034997e-06	2.4981350815e-02	1.6419690134e-02	6.2719692327e-02
7.6510480643e+00	1.2061276334e+03	8.2472008369e+19	4.5945647882e+19	2.8748572673e+01	4.5469686938e-06	6.4001008831e-05	4.7462369985e-01	3.3077343507e-02	1.3806171449e-06	2.4329545813e-02	1.6443585901e-02	6.2789108134e-02
9.4785997765e+00	1.2188696245e+03	1.0122082700e+20	5.6325317601e+19	2.8781957749e+01	5.2272742124e-06	7.2213283978e-05	4.7426469999e-01	3.3145343839e-02	1.5750356040e-06	2.3934839399e-02	1.6462681783e-02	6.2827162000e-02
1.1742685835e+01	1.2341207466e+03	1.2393689699e+20	6.8917022514e+19	2.8802369203e+01	6.0241297235e-06	8.0219844911e-05	4.7394139628e-01	3.3032479760e-02	1.8119221147e-06	2.3841131353e-02	1.6474356807e-02	6.2822231547e-02
1.4547578108e+01	1.2522634310e+03	1.5133702608e+20	8.4141784157e+19	2.8806306737e+01	6.9787372710e-06	8.7787852014e-05	4.7368987109e-01	3.2713710104e-02	2.1056267007e-06	2.4088700740e-02	1.6476609177e-02	6.2764116471e-02
1.8022455153e+01	1.2736992731e+03	1.8423713795e+20	1.0248581754e+20	2.8791713619e+01	8.1403225159e-06	9.4662318208e-05	4.7352075384e-01	3.2164020890e-02	2.4741993927e-06	2.4716739245e-02	1.6468262711e-02	6.2644747733e-02
2.2327351488e+01	1.2988383432e+03	2.2356630377e+20	1.2450844971e+20	2.8758195144e+01	9.5664417473e-06	1.0058939363e-04	4.7341474827e-01	3.1358430677e-02	2.9399380060e-06	2.5764454484e-02	1.6449090813e-02	6.2458576115e-02
2.7660527949e+01	1.3280867513e+03	2.7038888901e+20	1.5085188389e+20	2.8707290873e+01	1.1323185349e-05	1.0535311634e-04	4.7331782060e-01	3.0272983151e-02	3.5297026994e-06	2.7270391375e-02	1.6419974841e-02	6.2203143907e-02
3.4267602534e+01	1.3618337913e+03	3.2593573988e+20	1.8225369086e+20	2.8642423409e+01	1.3484083064e-05	1.0881457715e-04	4.7314486162e-01	2.8886920380e-02	4.2744455179e-06	2.9268339976e-02	1.6382872207e-02	6.1879005371e-02
4.2452862274e+01	1.4004402986e+03	3.9163525947e+20	2.1956296893e+20	2.8567800435e+01	1.6129434537e-05	1.1095981008e-04	4.7280336327e-01	2.7185368811e-02	5.2074714416e-06	3.1780184483e-02	1.6340190324e-02	6.1487676921e-02
5.2593277089e+01	1.4442298272e+03	4.6913676515e+20	2.6376103589e+20	2.8486752564e+01	1.9346868509e-05	1.1193814009e-04	4.7223013794e-01	2.5163972658e-02	6.3607449804e-06	3.4805321041e-02	1.6293832836e-02	6.1028827984e-02
6.5155861036e+01	1.4934838493e+03	5.6033697977e+20	3.1598733435e+20	2.8401006072e+01	2.3237232497e-05	1.1207616284e-04	4.7141125329e-01	2.2837053250e-02	7.7596468670e-06	3.8309931600e-02	1.6244787759e-02	6.0500341759e-02
8.0719180519e+01	1.5484414840e+03	6.6743346103e+20	3.7757102907e+20	2.8311535468e+01	2.7922176250e-05	1.1183651625e-04	4.7037544070e-01	2.0248798443e-02	9.4164008430e-06	4.2216417480e-02	1.6193611866e-02	5.9902302870e-02
1.0000000000e+02	1.6093034832e+03	7.9301009852e+20	4.5006865341e+20	2.8219808920e+01	3.3549566320e-05	1.1174219092e-04	4.6917825392e-01	1.7481920682e-02	1.1323211932e-05	4.6395802089e-02	1.6141146999e-02	5.9241744621e-02
