#grid point     c_iterations    c_convergence           elem_conserved          P (bar)                 T (K)                   n_<tot> (cm-3)          n_g (cm-3)              m (g/mol)               e-      Al      Ar      C       Ca      Cl      Co      Cr      Cu      F       Fe      Ge      H       He      K       Mg      Mn      N       Na      Ne      Ni      O       P       S       Si      Ti      V       Zn      
0               127             ok                      ok                      1.0000000000e-10        5.0364387643e+02        2.6662002486e+09        1.4381134875e+09        2.5370162857e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
1               127             ok                      ok                      1.2388629240e-10        5.0364387661e+02        3.3030587592e+09        1.7816254796e+09        2.5370179111e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
2               126             ok                      ok                      1.5347813444e-10        5.0364387683e+02        4.0920439475e+09        2.2071897501e+09        2.5370222130e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
3               125             ok                      ok                      1.9013837041e-10        5.0364387711e+02        5.0695042568e+09        2.7344055461e+09        2.5370335727e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
4               122             ok                      ok                      2.3555537753e-10        5.0364387746e+02        6.2804912492e+09        3.3875536479e+09        2.5370619938e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
5               116             ok                      ok                      2.9182082376e-10        5.0364387789e+02        7.7808517784e+09        4.1967146138e+09        2.5371220105e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
6               110             ok                      ok                      3.6152599901e-10        5.0364387842e+02        9.6397672477e+09        5.1991541322e+09        2.5372163706e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
7               108             ok                      ok                      4.4788115623e-10        5.0364387907e+02        1.1942827031e+10        6.4410392821e+09        2.5373176526e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
8               109             ok                      ok                      5.5486335881e-10        5.0364387989e+02        1.4795951185e+10        7.9795647457e+09        2.5373906220e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
9               110             ok                      ok                      6.8739964312e-10        5.0364388090e+02        1.8330427742e+10        9.8855868932e+09        2.5374283403e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
10              111             ok                      ok                      8.5159393183e-10        5.0364388215e+02        2.2709031963e+10        1.2246887054e+10        2.5374445006e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
11              111             ok                      ok                      1.0550081484e-09        5.0364388369e+02        2.8133458368e+10        1.5172214258e+10        2.5374517887e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
12              111             ok                      ok                      1.3070104796e-09        5.0364388561e+02        3.4853573034e+10        1.8796293648e+10        2.5374572198e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
13              110             ok                      ok                      1.6192068245e-09        5.0364388799e+02        4.3178951105e+10        2.3286031199e+10        2.5374661559e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
14              108             ok                      ok                      2.0059753011e-09        5.0364389093e+02        5.3493249481e+10        2.8848200531e+10        2.5374874152e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
15              103             ok                      ok                      2.4851284270e-09        5.0364389458e+02        6.6272218813e+10        3.5738965803e+10        2.5375416302e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
16              93              ok                      ok                      3.0787334695e-09        5.0364389909e+02        8.2106417047e+10        4.4275679278e+10        2.5376721499e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
17              78              ok                      ok                      3.8141287483e-09        5.0364390469e+02        1.0172948305e+11        5.4851496883e+10        2.5379437869e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
