#grid point     c_iterations    c_convergence           elem_conserved          P (bar)                 T (K)                   n_<tot> (cm-3)          n_g (cm-3)              m (g/mol)               e-      Al      Ar      C       Ca      Cl      Co      Cr      Cu      F       Fe      Ge      H       He      K       Mg      Mn      N       Na      Ne      Ni      O       P       S       Si      Ti      V       Zn      
48              35              ok                      ok                      2.9182082376e-06        5.0366607712e+02        8.2025850896e+13        4.1965296423e+13        3.1308634543e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
49              35              ok                      ok                      3.6152599901e-06        5.0367137977e+02        1.0178579005e+14        5.1988702491e+13        3.1360422521e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
50              35              ok                      ok                      4.4788115623e-06        5.0367794878e+02        1.2630162053e+14        6.4406035982e+13        3.1411316209e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
51              37              ok                      ok                      5.5486335881e-06        5.0368608651e+02        1.5671759688e+14        7.9788960941e+13        3.1461434872e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
52              37              ok                      ok                      6.8739964312e-06        5.0369616747e+02        1.9444951470e+14        9.8845607121e+13        3.1510338936e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
53              37              ok                      ok                      8.5159393183e-06        5.0370865552e+02        2.4125685833e+14        1.2245312190e+14        3.1558285903e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
54              38              ok                      ok                      1.0550081484e-05        5.0372412514e+02        2.9932462233e+14        1.5169797379e+14        3.1605755674e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
55              38              ok                      ok                      1.3070104796e-05        5.0374328780e+02        3.7137306884e+14        1.8792584630e+14        3.1653914170e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
56              38              ok                      ok                      1.6192068245e-05        5.0376702454e+02        4.6082646591e+14        2.3280339359e+14        3.1706744611e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
57              38              ok                      ok                      2.0059753011e-05        5.0379642621e+02        5.7210323085e+14        2.8839466114e+14        3.1775380669e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
58              38              ok                      ok                      2.4851284270e-05        5.0383284335e+02        7.1126203865e+14        3.5725562878e+14        3.1889975206e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
59              38              ok                      ok                      3.0787334695e-05        5.0387794771e+02        8.8754075057e+14        4.4255113462e+14        3.2123922006e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
60              39              ok                      ok                      3.8141287483e-05        5.0393380819e+02        1.1162665615e+15        5.4819941864e+14        3.2616177406e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
61              40              ok                      ok                      4.7251826936e-05        5.0400298462e+02        1.4208936765e+15        6.7905071947e+14        3.3516833490e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
62              42              ok                      ok                      5.8538536482e-05        5.0408864328e+02        1.8294310464e+15        8.4110780801e+14        3.4839180421e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
63              44              ok                      ok                      7.2521222472e-05        5.0419469906e+02        2.3695674007e+15        1.0417980933e+15        3.6432504398e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
64              45              ok                      ok                      8.9843853723e-05        5.0432599022e+02        3.0700998136e+15        1.2903090386e+15        3.8112031776e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
65              47              ok                      ok                      1.1130421933e-04        5.0448849277e+02        3.9650630216e+15        1.5980011248e+15        3.9744445411e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
66              48              ok                      ok                      1.3789067061e-04        5.0468958269e+02        5.0970653959e+15        1.9789155471e+15        4.1256869549e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
67              50              ok                      ok                      1.7082763938e-04        5.0493835587e+02        6.5193941531e+15        2.4503972435e+15        4.2616143082e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
68              51              ok                      ok                      2.1163202882e-04        5.0524601702e+02        8.2986863363e+15        3.0338577512e+15        4.3814454231e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
69              53              ok                      ok                      2.6218307404e-04        5.0562634992e+02        1.0517384160e+16        3.7557067099e+15        4.4855872263e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
70              56              ok                      ok                      3.2480888972e-04        5.0609628295e+02        1.3277414301e+16        4.6484854579e+15        4.5751494616e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
71              59              ok                      ok                      4.0239369086e-04        5.0667656405e+02        1.6704312168e+16        5.7522408684e+15        4.6515181823e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
72              62              ok                      ok                      4.9851062446e-04        5.0739255835e+02        2.0952003615e+16        7.1161819294e+15        4.7160853532e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
73              62              ok                      ok                      6.1758632986e-04        5.0827517983e+02        2.6208604711e+16        8.8006649857e+15        4.7701459773e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
74              67              ok                      ok                      7.6510480643e-04        5.0936196194e+02        3.2703996780e+16        1.0879555147e+16        4.8149695731e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
75              75              ok                      ok                      9.4785997765e-04        5.1069826304e+02        4.0717928063e+16        1.3443010028e+16        4.8516895366e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
76              83              ok                      ok                      1.1742685835e-03        5.1233858621e+02        5.0587004541e+16        1.6600726466e+16        4.8810771372e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
77              90              ok                      ok                      1.4547578108e-03        5.1434796969e+02        6.2716292708e+16        2.0485680031e+16        4.9038115209e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
78              97              ok                      ok                      1.8022455152e-03        5.1680337155e+02        7.7588726084e+16        2.5258370685e+16        4.9203613358e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
79              101             ok                      ok                      2.2327351488e-03        5.1979493011e+02        9.5774300996e+16        3.1111567112e+16        4.9309523873e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
80              103             ok                      ok                      2.7660527949e-03        5.2342693288e+02        1.1793653208e+17        3.8275521531e+16        4.9354974563e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
81              102             ok                      ok                      3.4267602534e-03        5.2781827608e+02        1.4483301842e+17        4.7023615146e+16        4.9335015174e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
82              98              ok                      ok                      4.2452862274e-03        5.3310215727e+02        1.7730391418e+17        5.7678406583e+16        4.9238948813e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
83              90              ok                      ok                      5.2593277089e-03        5.3942473153e+02        2.1623839000e+17        7.0618110930e+16        4.9047904890e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
84              80              ok                      ok                      6.5155861036e-03        5.4694249713e+02        2.6250061890e+17        8.6283655578e+16        4.8731030209e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
85              67              ok                      ok                      8.0719180519e-03        5.5581827887e+02        3.1678259671e+17        1.0518665305e+17        4.8239704105e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
86              60              ok                      ok                      1.0000000000e-02        5.6621584782e+02        3.7934744700e+17        1.2791889425e+17        4.7501306804e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
87              55              ok                      ok                      1.2388629240e-02        5.7829343552e+02        4.4949123268e+17        1.5516426576e+17        4.6401557384e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
88              49              ok                      ok                      1.5347813444e-02        5.9219661660e+02        5.2476737290e+17        1.8771427791e+17        4.4778822461e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
89              45              ok                      ok                      1.9013837041e-02        6.0805117395e+02        5.9990121733e+17        2.2648860323e+17        4.2426450710e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
90              41              ok                      ok                      2.3555537753e-02        6.2595655858e+02        6.6668490533e+17        2.7256215003e+17        3.9179450394e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
91              38              ok                      ok                      2.9182082376e-02        6.4598038277e+02        7.2143055515e+17        3.2720028020e+17        3.5317053095e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
92              34              ok                      ok                      3.6152599901e-02        6.6815407238e+02        7.9437260030e+17        3.9190394250e+17        3.2467461077e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
