#grid point     c_iterations    c_convergence           elem_conserved          P (bar)                 T (K)                   n_<tot> (cm-3)          n_g (cm-3)              m (g/mol)               e-      Al      Ar      C       Ca      Cl      Co      Cr      Cu      F       Fe      Ge      H       He      K       Mg      Mn      N       Na      Ne      Ni      O       P       S       Si      Ti      V       Zn      
33              59              ok                      ok                      1.1742685835e-07        5.0364476910e+02        3.1414948894e+12        1.6887284947e+12        2.6124977074e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
34              55              ok                      ok                      1.4547578108e-07        5.0364498251e+02        3.8925222211e+12        2.0921022343e+12        2.6129287796e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
35              50              ok                      ok                      1.8022455153e-07        5.0364524689e+02        4.8233422764e+12        2.5918265307e+12        2.6134941459e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
36              45              ok                      ok                      2.2327351488e-07        5.0364557442e+02        5.9770943297e+12        3.2109157062e+12        2.6142106729e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
37              41              ok                      ok                      2.7660527949e-07        5.0364598019e+02        7.4072834309e+12        3.9778812157e+12        2.6150890162e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
38              36              ok                      ok                      3.4267602534e-07        5.0364648287e+02        9.1802648839e+12        4.9280446355e+12        2.6161335829e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
39              32              ok                      ok                      4.2452862274e-07        5.0364710563e+02        1.1378317019e+13        6.1051642377e+12        2.6173391134e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
40              28              ok                      ok                      5.2593277089e-07        5.0364787714e+02        1.4103446565e+13        7.5634500329e+12        2.6186933535e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
41              25              ok                      ok                      6.5155861036e-07        5.0364883293e+02        1.7482093662e+13        9.3700600414e+12        2.6201754880e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
42              23              ok                      ok                      8.0719180519e-07        5.0365001702e+02        2.1670953070e+13        1.1608192690e+13        2.6217583478e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
43              20              ok                      ok                      1.0000000000e-06        5.0365148392e+02        2.6864166330e+13        1.4380917653e+13        2.6234094169e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
44              38              ok                      ok                      1.2388629240e-06        5.0365330120e+02        3.3302189578e+13        1.7815921410e+13        2.6250869898e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
45              27              ok                      ok                      1.5347813444e-06        5.0365555253e+02        4.1282765824e+13        2.2071385832e+13        2.6267472546e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
46              19              ok                      ok                      1.9013837041e-06        5.0365834157e+02        5.1174438085e+13        2.7343270173e+13        2.6283410712e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
47              15              ok                      ok                      2.3555537753e-06        5.0366179674e+02        6.3433306476e+13        3.3874331255e+13        2.6298182802e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
48              11              ok                      ok                      2.9182082376e-06        5.0366607712e+02        7.8623812152e+13        4.1965296423e+13        2.6311336816e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
49              9               ok                      ok                      3.6152599901e-06        5.0367137977e+02        9.7444613774e+13        5.1988702491e+13        2.6322552248e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
50              7               ok                      ok                      4.4788115623e-06        5.0367794878e+02        1.2076081749e+14        6.4406035982e+13        2.6331685058e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
51              7               ok                      ok                      5.5486335881e-06        5.0368608651e+02        1.4964404427e+14        7.9788960941e+13        2.6338787521e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
52              7               ok                      ok                      6.8739964312e-06        5.0369616747e+02        1.8542206989e+14        9.8845607121e+13        2.6344089465e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
53              7               ok                      ok                      8.5159393183e-06        5.0370865552e+02        2.2974014084e+14        1.2245312190e+14        2.6347909373e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
54              6               ok                      ok                      1.0550081484e-05        5.0372412514e+02        2.8463669568e+14        1.5169797379e+14        2.6350584405e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
55              6               ok                      ok                      1.3070104796e-05        5.0374328780e+02        3.5263697372e+14        1.8792584630e+14        2.6352418234e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
56              6               ok                      ok                      1.6192068245e-05        5.0376702454e+02        4.3686881052e+14        2.3280339359e+14        2.6353656245e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
57              6               ok                      ok                      2.0059753011e-05        5.0379642621e+02        5.4120597350e+14        2.8839466114e+14        2.6354483441e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
58              6               ok                      ok                      2.4851284270e-05        5.0383284335e+02        6.7044552101e+14        3.5725562878e+14        2.6355032534e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
59              6               ok                      ok                      3.0787334695e-05        5.0387794771e+02        8.3052719344e+14        4.4255113462e+14        2.6355395706e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
60              6               ok                      ok                      3.8141287483e-05        5.0393380819e+02        1.0288046598e+15        5.4819941864e+14        2.6355635634e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
61              6               ok                      ok                      4.7251826936e-05        5.0400298462e+02        1.2743806863e+15        6.7905071947e+14        2.6355794341e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
62              6               ok                      ok                      5.8538536482e-05        5.0408864328e+02        1.5785210178e+15        8.4110780801e+14        2.6355899753e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
63              6               ok                      ok                      7.2521222472e-05        5.0419469906e+02        1.9551650512e+15        1.0417980933e+15        2.6355970331e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
64              6               ok                      ok                      8.9843853723e-05        5.0432599022e+02        2.4215553286e+15        1.2903090386e+15        2.6356018250e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
65              6               ok                      ok                      1.1130421933e-04        5.0448849277e+02        2.9990125707e+15        1.5980011248e+15        2.6356051542e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
66              6               ok                      ok                      1.3789067061e-04        5.0468958269e+02        3.7138885008e+15        1.9789155471e+15        2.6356075520e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
67              6               ok                      ok                      1.7082763938e-04        5.0493835587e+02        4.5987351233e+15        2.4503972435e+15        2.6356093729e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
68              6               ok                      ok                      2.1163202882e-04        5.0524601702e+02        5.6937364300e+15        3.0338577512e+15        2.6356108564e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
69              6               ok                      ok                      2.6218307404e-04        5.0562634992e+02        7.0484566224e+15        3.7557067099e+15        2.6356121682e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
70              6               ok                      ok                      3.2480888972e-04        5.0609628295e+02        8.7239676271e+15        4.6484854579e+15        2.6356134265e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
71              6               ok                      ok                      4.0239369086e-04        5.0667656405e+02        1.0795427500e+16        5.7522408684e+15        2.6356147197e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
72              6               ok                      ok                      4.9851062446e-04        5.0739255835e+02        1.3355189497e+16        7.1161819294e+15        2.6356161171e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
73              6               ok                      ok                      6.1758632986e-04        5.0827517983e+02        1.6516527997e+16        8.8006649857e+15        2.6356176751e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
74              6               ok                      ok                      7.6510480643e-04        5.0936196194e+02        2.0418070435e+16        1.0879555147e+16        2.6356194405e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
75              6               ok                      ok                      9.4785997765e-04        5.1069826304e+02        2.5229021887e+16        1.3443010028e+16        2.6356214501e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
76              6               ok                      ok                      1.1742685835e-03        5.1233858621e+02        3.1155258578e+16        1.6600726466e+16        2.6356237289e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
77              6               ok                      ok                      1.4547578108e-03        5.1434796969e+02        3.8446346235e+16        2.0485680031e+16        2.6356262850e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
78              6               ok                      ok                      1.8022455152e-03        5.1680337155e+02        4.7403508279e+16        2.5258370685e+16        2.6356291032e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
79              6               ok                      ok                      2.2327351488e-03        5.1979493011e+02        5.8388529696e+16        3.1111567112e+16        2.6356321374e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
80              6               ok                      ok                      2.7660527949e-03        5.2342693288e+02        7.1833543493e+16        3.8275521531e+16        2.6356353030e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
81              6               ok                      ok                      3.4267602534e-03        5.2781827608e+02        8.8251624794e+16        4.7023615146e+16        2.6356384726e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
82              6               ok                      ok                      4.2452862274e-03        5.3310215727e+02        1.0824814046e+17        5.7678406583e+16        2.6356414772e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
83              6               ok                      ok                      5.2593277089e-03        5.3942473153e+02        1.3253290609e+17        7.0618110930e+16        2.6356441167e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
84              6               ok                      ok                      6.5155861036e-03        5.4694249713e+02        1.6193342498e+17        8.6283655578e+16        2.6356461800e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
85              6               ok                      ok                      8.0719180519e-03        5.5581827887e+02        1.9740984809e+17        1.0518665305e+17        2.6356474733e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
86              6               ok                      ok                      1.0000000000e-02        5.6621584782e+02        2.4007278802e+17        1.2791889425e+17        2.6356478478e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
87              6               ok                      ok                      1.2388629240e-02        5.7829343552e+02        2.9120568253e+17        1.5516426576e+17        2.6356472138e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
88              6               ok                      ok                      1.5347813444e-02        5.9219661660e+02        3.5229393200e+17        1.8771427791e+17        2.6356455209e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
89              6               ok                      ok                      1.9013837041e-02        6.0805117395e+02        4.2506342753e+17        2.2648860323e+17        2.6356426735e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
90              6               ok                      ok                      2.3555537753e-02        6.2595655858e+02        5.1153130318e+17        2.7256215003e+17        2.6356383212e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
91              6               ok                      ok                      2.9182082376e-02        6.4598038277e+02        6.1407185377e+17        3.2720028020e+17        2.6356313771e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
92              6               ok                      ok                      3.6152599901e-02        6.6815407238e+02        7.3550071987e+17        3.9190394250e+17        2.6356189049e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
