0   --
1   --
2  1901  280.88057372677525  75.06222470311062  218.33286773206976  1
3  1888  314.31670469861973  83.60433346451629  216.02586361146723  1
4  1867  364.73279946539844  106.4717821130717  308.1000930675232  1
5  1689  401.7591522691733  264.13236183792793  513.2370114965546  1
6  1747  432.0649609202944  334.2815783118249  586.1791565871805  2
7  1821  458.5803440162103  457.6303066893578  652.4264667203397  3
8  1844  475.540710121571  433.7273605098802  664.170327801067  3
9  1870  495.0750168384879  568.1523788754915  706.6887858737165  3
10  1867  505.57135194626784  575.0404723514657  731.367810411215  5
11  1702  502.08271168030404  401.7138611154735  667.520315555947  2
12  1829  529.0846698286782  568.135650389637  762.7703854551112  3
13  1692  536.1441901726101  471.7611095908425  721.5251989333871  3
14  1766  547.9691711238464  502.40651032593604  753.5078606654721  3
15  1831  563.8820699869691  552.45393011912  778.9611385316931  3
16  1782  564.4246834854182  484.2653100330433  758.0043143830895  3
17  1743  569.0577159987575  516.7467381394298  745.7042028109931  4
18  1782  562.2253159448875  505.8536685245567  749.5124232643233  3
19  1791  564.5484609261687  522.2128328061801  759.964041274086  3
20  1791  551.5264109368112  511.37450996684544  761.8957331898694  3
21  1764  542.1467050053799  474.115623194408  767.5337640939306  5
22  1684  524.3436203310926  462.78989334466206  718.785000672985  3
23  1715  508.8862298193152  460.71707146746377  680.8113158463219  3
24  1691  478.70730217921897  323.6383533605176  651.368542557688  3
25  1782  430.99683645012016  129.9545204164747  444.95715791570115  2
26  1834  303.1777335233204  41.869862852096304  175.11987372421527  2
27   --
28   --
29  1911  22.527805917185585  31.632624221521517  47.07222957993128  2
30  1943  84.76131879591188  39.31760458732903  111.61554152670607  2
31  1944  201.0686769859633  42.82849619521674  140.46295516177037  1
32  1850  307.42097012976694  50.58306930392151  123.20876920199015  1
33  1913  349.669825579289  51.08079523927513  110.65998292055212  1
34  1760  480.8280347121048  198.50499717921832  480.20822694938573  2
35  1975  336.188971139582  44.24881121035977  128.46470051788364  1
36  1839  488.99788921755237  135.76023561080805  404.0210873499386  2
37  1835  506.01871338402475  134.99406343653703  327.2771042258087  1
38  1807  536.0038245429223  154.73933007087803  334.31465992502103  1
39  1760  604.477001557795  394.2623588997148  747.9795735752542  3
40  1804  622.5594448251949  494.85900395453325  777.1337611837452  3
41  1742  630.9111103099754  592.2035109693195  799.1889820491924  3
42  1740  623.0723048897214  513.1696775607874  763.8975780689116  3
43  1789  601.7250839062308  369.47405229287443  688.6603350112717  3
44  1760  591.9099330641727  441.7342536247905  702.4500255409782  3
45  1808  566.0376266730852  300.1876627422663  622.2832709515963  2
46  1781  553.2815858318146  278.2757197212957  603.4427239225201  2
47  1895  543.4949907524993  235.66292067992345  567.8436340267745  2
48  1866  540.3021742354764  169.81350294651867  437.13348150958024  2
49  1859  522.1681229288448  113.3367216880932  303.09873608686587  2
50  1779  504.0142351509371  177.87832413631597  447.1424391503502  2
51  1717  453.33594912092644  157.04143744462735  404.01515861077235  2
52  1739  317.0864469812517  134.3633857200534  348.9656617234111  2
53   --
