#P (bar)        	T (K)           	n_<tot> (cm-3)  	n_g (cm-3)      	m (g/mol)       	H2O1            	C1O2            	C1O1            	C1H4            	H3N1            	H2              	He              	N2              
8.5159393183e-10	5.0364388215e+02	2.3287391871e+10	1.2246887054e+10	5.1815474422e+00	2.6872615785e-03	1.3017048307e-02	2.9843409643e-02	2.9197472849e-08	1.2168214986e-11	7.8163801862e-01	1.3553715671e-01	5.3830490562e-03
1.0550081484e-09	5.0364388369e+02	2.8849916696e+10	1.5172214258e+10	5.1815529119e+00	2.6871480169e-03	1.3016666703e-02	2.9843820748e-02	4.4814348549e-08	1.5074775903e-11	7.8163864568e-01	1.3553729947e-01	5.3830547098e-03
1.3070104796e-09	5.0364388561e+02	3.5741128205e+10	1.8796293648e+10	5.1815581654e+00	2.6870536047e-03	1.3016346928e-02	2.9844159896e-02	6.8783567739e-08	1.8675610798e-11	7.8163923934e-01	1.3553743666e-01	5.3830601361e-03
1.6192068245e-09	5.0364388799e+02	4.4278402196e+10	2.3286031199e+10	5.1815632971e+00	2.6869752144e-03	1.3016077320e-02	2.9844435059e-02	1.0557199068e-07	2.3136556689e-11	7.8163979809e-01	1.3553757074e-01	5.3830654308e-03
2.0059753011e-09	5.0364389093e+02	5.4854924747e+10	2.8848200531e+10	5.1815684248e+00	2.6869109045e-03	1.3015849560e-02	2.9844648667e-02	1.6203523507e-07	2.8663062993e-11	7.8164031896e-01	1.3553770477e-01	5.3830707128e-03
2.4851284270e-09	5.0364389458e+02	6.7957801237e+10	3.5738965803e+10	5.1815737064e+00	2.6868600341e-03	1.3015658722e-02	2.9844796422e-02	2.4869495961e-07	3.5509653454e-11	7.8164079695e-01	1.3553784291e-01	5.3830761424e-03
3.0787334695e-09	5.0364389909e+02	8.4190491590e+10	4.4275679278e+10	5.1815793665e+00	2.6868235417e-03	1.3015503696e-02	2.9844865137e-02	3.8169889784e-07	4.3991648196e-11	7.8164122408e-01	1.3553799102e-01	5.3830819476e-03
3.8141287483e-09	5.0364390469e+02	1.0430060571e+11	5.4851496883e+10	5.1815857347e+00	2.6868044593e-03	1.3015388119e-02	2.9844829109e-02	5.8582828566e-07	5.4499685750e-11	7.8164158788e-01	1.3553815775e-01	5.3830884637e-03
4.7251826936e-09	5.0364391162e+02	1.2921434056e+11	6.7953484879e+10	5.1815933036e+00	2.6868087756e-03	1.3015322059e-02	2.9844644306e-02	8.9911164820e-07	6.7517713891e-11	7.8164186899e-01	1.3553835602e-01	5.3830961933e-03
5.8538536482e-09	5.0364392021e+02	1.6007914740e+11	8.4185051537e+10	5.1816028170e+00	2.6868468293e-03	1.3015324825e-02	2.9844239207e-02	1.3799011965e-06	8.3645277918e-11	7.8164203743e-01	1.3553860533e-01	5.3831058966e-03
7.2521222472e-09	5.0364393084e+02	1.9831659905e+11	1.0429373690e+11	5.1816154043e+00	2.6869355245e-03	1.3015429540e-02	2.9843500482e-02	2.1177220675e-06	1.0362513293e-10	7.8164204676e-01	1.3553893529e-01	5.3831187303e-03
8.9843853723e-09	5.0364394402e+02	2.4568790099e+11	1.2920564047e+11	5.1816327827e+00	2.6871018351e-03	1.3015690515e-02	2.9842250683e-02	3.2498959274e-06	1.2837745195e-10	7.8164182495e-01	1.3553939094e-01	5.3831364561e-03
1.1130421933e-08	5.0364396035e+02	3.0437508027e+11	1.6006807236e+11	5.1816575644e+00	2.6873883564e-03	1.3016195129e-02	2.9840213431e-02	4.9869882797e-06	1.5904220554e-10	7.8164126004e-01	1.3554004079e-01	5.3831617589e-03
1.3789067061e-08	5.0364398058e+02	3.7708162335e+11	1.9830239220e+11	5.1816937180e+00	2.6878621737e-03	1.3017083254e-02	2.9836958907e-02	7.6517051687e-06	1.9703166478e-10	7.8164017735e-01	1.3554098888e-01	5.3831987232e-03
1.7082763938e-08	5.0364400564e+02	4.6715725607e+11	2.4566946921e+11	5.1817472549e+00	2.6886291279e-03	1.3018579234e-02	2.9831818198e-02	1.1738207221e-05	2.4409544493e-10	7.8163830322e-01	1.3554239282e-01	5.3832535448e-03
2.1163202882e-08	5.0364403669e+02	5.7875272065e+11	3.0435077820e+11	5.1818272407e+00	2.6898569893e-03	1.3021045247e-02	2.9823748099e-02	1.8002215576e-05	3.0240108197e-10	7.8163520651e-01	1.3554449024e-01	5.3833355790e-03
2.6218307404e-08	5.0364407515e+02	7.1701187317e+11	3.7704886621e+11	5.1819472599e+00	2.6918132597e-03	1.3025070633e-02	2.9811117647e-02	2.7597054460e-05	3.7463384150e-10	7.8163020400e-01	1.3554763719e-01	5.3834588605e-03
3.2480888972e-08	5.0364412280e+02	8.8831044923e+11	4.6711181668e+11	5.1821297600e+00	2.6949510454e-03	1.3031703349e-02	2.9791295316e-02	4.2276506664e-05	4.6412040859e-10	7.8162227359e-01	1.3555237876e-01	5.3836448680e-03
4.0239369086e-08	5.0364418183e+02	1.1005522307e+12	5.7868744322e+11	5.1823998903e+00	2.6999071840e-03	1.3042350304e-02	2.9760451955e-02	6.4695485647e-05	5.7498159065e-10	7.8160955391e-01	1.3555946135e-01	5.3839231689e-03
4.9851062446e-08	5.0364425496e+02	1.3635394789e+12	7.1691431390e+11	5.1828032790e+00	2.7077994460e-03	1.3059643112e-02	2.9712329206e-02	9.8835542162e-05	7.1232209347e-10	7.8158938227e-01	1.3557003616e-01	5.3843392585e-03
6.1758632986e-08	5.0364434555e+02	1.6894340650e+12	8.8815840340e+11	5.1834045092e+00	2.7203592523e-03	1.3087664810e-02	2.9637452006e-02	1.5059032473e-04	8.8246444596e-10	7.8155759576e-01	1.3558575349e-01	5.3849584331e-03
7.6510480643e-08	5.0364445779e+02	2.0933343808e+12	1.1003062714e+12	5.1842900264e+00	2.7401594133e-03	1.3132375830e-02	2.9521992562e-02	2.2851294389e-04	1.0932377973e-09	7.8150777678e-01	1.3560892124e-01	5.3858721665e-03
9.4785997765e-08	5.0364459684e+02	2.5940013609e+12	1.3631282683e+12	5.1855854728e+00	2.7710358356e-03	1.3202503105e-02	2.9346120649e-02	3.4463676085e-04	1.3543353741e-09	7.8143082592e-01	1.3564278790e-01	5.3872092241e-03
1.1742685835e-07	5.0364476910e+02	3.2147692545e+12	1.6887284947e+12	5.1874541523e+00	2.8183299888e-03	1.3309526973e-02	2.9083312269e-02	5.1516853270e-04	1.6777538813e-09	7.8131409396e-01	1.3569167697e-01	5.3891412486e-03
1.4547578108e-07	5.0364498251e+02	3.9846945201e+12	2.0921022343e+12	5.1901083773e+00	2.8892775196e-03	1.3467735025e-02	2.8700148518e-02	7.6057370261e-04	2.0783369646e-09	7.8114142404e-01	1.3576110421e-01	5.3918874642e-03
1.8022455153e-07	5.0364524689e+02	4.9399918169e+12	2.5918265307e+12	5.1937926781e+00	2.9930687734e-03	1.3692630030e-02	2.8158743346e-02	1.1044959054e-03	2.5744428354e-09	7.8089342082e-01	1.3585747049e-01	5.3957028920e-03
2.2327351488e-07	5.0364557442e+02	6.1258207167e+12	3.2109157062e+12	5.1987594050e+00	3.1407584580e-03	1.3998292770e-02	2.7421719998e-02	1.5710315759e-03	3.1887673577e-09	7.8054897387e-01	1.3598737558e-01	5.4008512857e-03
2.7660527949e-07	5.0364598019e+02	7.5984850697e+12	3.9778812157e+12	5.2052244291e+00	3.3448654684e-03	1.4393436296e-02	2.6459790152e-02	2.1806720832e-03	3.9493550690e-09	7.8008737455e-01	1.3615651620e-01	5.4075612099e-03
3.4267602534e-07	5.0364648287e+02	9.4281341230e+12	4.9280446355e+12	5.2133317249e+00	3.6189905124e-03	1.4877801854e-02	2.5259439270e-02	2.9460922517e-03	4.8908429907e-09	7.7949075058e-01	1.3636858739e-01	5.4159814781e-03
4.2452862274e-07	5.0364710563e+02	1.1702067555e+13	6.1051642377e+12	5.2231132606e+00	3.9773589811e-03	1.5439386393e-02	2.3828504141e-02	3.8697534065e-03	6.0559728811e-09	7.7874458370e-01	1.3662446486e-01	5.4261477315e-03
5.2593277089e-07	5.0364787714e+02	1.4528826312e+13	7.5634500329e+12	5.2344945839e+00	4.4348474903e-03	1.6054780363e-02	2.2196638953e-02	4.9440560897e-03	7.4974376449e-09	7.7783726947e-01	1.3692218216e-01	5.4379809124e-03
6.5155861036e-07	5.0364883293e+02	1.8043271926e+13	9.3700600414e+12	5.2473148777e+00	5.0071376696e-03	1.6691457020e-02	2.0411323539e-02	6.1539239396e-03	9.2801206315e-09	7.7675822519e-01	1.3725751222e-01	5.4513108777e-03
8.0719180519e-07	5.0365001702e+02	2.2412926163e+13	1.1608192690e+13	5.2613607687e+00	5.7109412618e-03	1.7311351208e-02	1.8530753773e-02	7.4805096182e-03	1.1483817952e-08	7.7549599564e-01	1.3762494653e-01	5.4659163428e-03
1.0000000000e-06	5.0365148392e+02	2.7845923098e+13	1.4380917653e+13	5.2764179659e+00	6.5643177463e-03	1.7875036898e-02	1.6615820555e-02	8.9044620376e-03	1.4206577383e-08	7.7403788878e-01	1.3801878856e-01	5.4815691437e-03
1.2388629240e-06	5.0365330120e+02	3.4600922976e+13	1.7815921410e+13	5.2922880404e+00	7.5864666871e-03	1.8344602420e-02	1.4723486654e-02	1.0408802872e-02	1.7568738718e-08	7.7236905983e-01	1.3843394738e-01	5.4980660709e-03
1.5347813444e-06	5.0365555253e+02	4.2999561008e+13	2.2071385832e+13	5.3088263736e+00	8.7976226948e-03	1.8686559409e-02	1.2902004062e-02	1.1980286275e-02	2.1717898040e-08	7.7047356075e-01	1.3886653898e-01	5.5152526097e-03
1.9013837041e-06	5.0365834157e+02	5.3441933252e+13	2.7343270173e+13	5.3259324897e+00	1.0218203205e-02	1.8872965725e-02	1.1188548875e-02	1.3610515796e-02	2.6834874711e-08	7.6833385368e-01	1.3931405614e-01	5.5330293275e-03
2.3555537753e-06	5.0366179674e+02	6.6426027347e+13	3.3874331255e+13	5.3435692715e+00	1.1868124499e-02	1.8882659885e-02	9.6085524374e-03	1.5295608610e-02	3.3141043419e-08	7.6593253318e-01	1.3977541581e-01	5.5513535487e-03
2.9182082376e-06	5.0366607712e+02	8.2571867961e+13	4.1965296423e+13	5.3617399047e+00	1.3765307747e-02	1.8701002434e-02	8.1765218647e-03	1.7035877078e-02	4.0907163281e-08	7.6325269210e-01	1.4025070255e-01	5.5702289217e-03
3.6152599901e-06	5.0367137977e+02	1.0265160392e+14	5.1988702491e+13	5.3804735905e+00	1.5923992689e-02	1.8319590741e-02	6.8976581863e-03	1.8834700124e-02	5.0464163803e-08	7.6027955100e-01	1.4074081054e-01	5.5896911701e-03
4.4788115623e-06	5.0367794878e+02	1.2762706573e+14	6.4406035982e+13	5.3998309958e+00	1.8353202891e-02	1.7736361351e-02	5.7699086751e-03	2.0696498534e-02	6.2216519073e-08	7.5700390203e-01	1.4124706851e-01	5.6097930568e-03
5.5486335881e-06	5.0368608651e+02	1.5869580343e+14	7.9788960941e+13	5.4198410124e+00	2.1053885860e-02	1.6954671255e-02	4.7860856260e-03	2.2625445819e-02	7.6658360086e-08	7.5342287582e-01	1.4177050340e-01	5.6305754076e-03
6.8739964312e-06	5.0369616747e+02	1.9734840572e+14	9.8845607121e+13	5.4405130776e+00	2.4017285796e-02	1.5984186522e-02	3.9357826506e-03	2.4622610001e-02	9.4393981487e-08	7.4954497416e-01	1.4231136729e-01	5.6520482369e-03
8.5159393183e-06	5.0370865552e+02	2.4543881904e+14	1.2245312190e+14	5.4618163432e+00	2.7222780400e-02	1.4841310671e-02	3.2069635883e-03	2.6683763614e-02	1.1616345183e-07	7.4539345722e-01	1.4286857821e-01	5.6741678338e-03
1.0550081484e-05	5.0372412514e+02	3.0526957684e+14	1.5169797379e+14	5.4836193209e+00	3.0634739643e-02	1.3549145747e-02	2.5871129726e-03	2.8797962388e-02	1.4287449944e-07	7.4100783787e-01	1.4343895951e-01	5.6968081854e-03
1.3070104796e-05	5.0374328780e+02	3.7969696494e+14	1.8792584630e+14	5.5057196393e+00	3.4201574241e-02	1.2138715645e-02	2.0640506377e-03	3.0945271372e-02	1.7564426126e-07	7.3644874240e-01	1.4401708698e-01	5.7197530323e-03
1.6192068245e-05	5.0376702454e+02	4.7225747681e+14	2.3280339359e+14	5.5278086678e+00	3.7853989502e-02	1.0648732360e-02	1.6263822052e-03	3.3096080758e-02	2.1585206694e-07	7.3179860145e-01	1.4459489714e-01	5.7426814142e-03
2.0059753011e-05	5.0379642621e+02	5.8732131360e+14	2.8839466114e+14	5.5494760603e+00	4.1505467215e-02	9.1251314218e-03	1.2637156532e-03	3.5210832465e-02	2.6520754003e-07	7.2716167081e-01	1.4516165200e-01	5.7651684635e-03
2.4851284270e-05	5.0383284335e+02	7.3027991076e+14	3.5725562878e+14	5.5702361517e+00	4.5055497584e-02	7.6193685589e-03	9.6669161509e-04	3.7241234153e-02	3.2583824851e-07	7.2266203911e-01	1.4570472491e-01	5.7867070656e-03
3.0787334695e-05	5.0387794771e+02	9.0777285184e+14	4.4255113462e+14	5.5895485706e+00	4.8396017538e-02	6.1849962680e-03	7.2688513263e-04	3.9133636213e-02	4.0039694031e-07	7.1843374677e-01	1.4621007576e-01	5.8067380673e-03
3.8141287483e-05	5.0393380819e+02	1.1279732360e+15	5.4819941864e+14	5.6069090451e+00	5.1423801735e-02	4.8727353060e-03	5.3663707334e-04	4.0835151523e-02	4.9219182307e-07	7.1460732634e-01	1.4666399226e-01	5.8247236342e-03
4.7251826936e-05	5.0400298462e+02	1.4009442626e+15	6.7905071947e+14	5.6218820892e+00	5.4053601508e-02	3.7235424132e-03	3.8881810246e-04	4.2303005675e-02	6.0533372339e-07	7.1128970984e-01	1.4705581693e-01	5.8402254881e-03
5.8538536482e-05	5.0408864328e+02	1.7391013017e+15	8.4110780801e+14	5.6342532909e+00	5.6236669189e-02	2.7628289843e-03	2.7667281081e-04	4.3513411619e-02	7.4489480718e-07	7.0854263942e-01	1.4737927960e-01	5.8530067931e-03
7.2521222472e-05	5.0419469906e+02	2.1577900395e+15	1.0417980933e+15	5.6440234980e+00	5.7967377108e-02	1.9961794569e-03	1.9372157482e-04	4.4467250855e-02	9.1707590018e-07	7.0637020717e-01	1.4763494178e-01	5.8630707703e-03
8.9843853723e-05	5.0432599022e+02	2.6760156313e+15	1.2903090386e+15	5.6514260753e+00	5.9282071679e-02	1.4105376655e-03	1.3386864419e-04	4.5187964176e-02	1.1293964011e-06	7.0472438910e-01	1.4782856334e-01	5.8706555940e-03
1.1130421933e-04	5.0448849277e+02	3.3173219110e+15	1.5980011248e+15	5.6568367433e+00	6.0244506073e-02	9.7982389826e-04	9.1628034084e-05	4.5713316515e-02	1.3909088270e-06	7.0352214702e-01	1.4797004715e-01	5.8761461205e-03
1.3789067061e-04	5.0468958269e+02	4.1108602322e+15	1.9789155471e+15	5.6606797689e+00	6.0928493307e-02	6.7259539827e-04	6.2350301020e-05	4.6085513824e-02	1.7124502603e-06	7.0266886482e-01	1.4807056154e-01	5.8799774384e-03
1.7082763938e-04	5.0493835587e+02	5.0926854038e+15	2.4503972435e+15	5.6633512579e+00	6.1403837041e-02	4.5842668954e-04	4.2328513114e-05	4.6343705517e-02	2.1069131447e-06	7.0207616694e-01	1.4814043670e-01	5.8825554616e-03
2.1163202882e-04	5.0524601702e+02	6.3073348524e+15	3.0338577512e+15	5.6651814201e+00	6.1728971206e-02	3.1151982728e-04	2.8760703591e-05	4.6520218787e-02	2.5895036359e-06	7.0167048988e-01	1.4818830817e-01	5.8842154600e-03
2.6218307404e-04	5.0562634992e+02	7.8097582228e+15	3.7557067099e+15	5.6664240037e+00	6.1948953336e-02	2.1180237003e-04	1.9615958578e-05	4.6639777174e-02	3.1779468830e-06	7.0139535909e-01	1.4822081129e-01	5.8852121312e-03
3.2480888972e-04	5.0609628295e+02	9.6676689660e+15	4.6484854579e+15	5.6672640079e+00	6.2096684305e-02	1.4452640010e-04	1.3467142292e-05	4.6720342636e-02	3.8925721569e-06	7.0120963803e-01	1.4824278431e-01	5.8857274865e-03
4.0239369086e-04	5.0667656405e+02	1.1964398124e+16	5.7522408684e+15	5.6678316635e+00	6.2195325772e-02	9.9260896409e-05	9.3329780892e-06	4.6774526305e-02	4.7561844297e-06	7.0108439086e-01	1.4825763348e-01	5.8858854128e-03
4.9851062446e-04	5.0739255835e+02	1.4802338345e+16	7.1161819294e+15	5.6682165626e+00	6.2260787087e-02	6.8810545207e-05	6.5485844321e-06	4.6810985777e-02	5.7935900065e-06	7.0099972394e-01	1.4826770223e-01	5.8857665812e-03
6.1758632986e-04	5.0827517983e+02	1.8307073042e+16	8.8006649857e+15	5.6684794379e+00	6.2303813361e-02	4.8291759570e-05	4.6677338309e-06	4.6835579007e-02	7.0305984298e-06	7.0094215864e-01	1.4827457921e-01	5.8854211807e-03
7.6510480643e-04	5.0936196194e+02	2.2632288983e+16	1.0879555147e+16	5.6686610811e+00	6.2331572428e-02	3.4423705426e-05	3.3927354011e-06	4.6852233689e-02	8.4922784288e-06	7.0090264479e-01	1.4827933144e-01	5.8848790549e-03
9.4785997765e-04	5.1069826304e+02	2.7965567982e+16	1.3443010028e+16	5.6687887303e+00	6.2348794594e-02	2.5016094056e-05	2.5257504019e-06	4.6863568624e-02	1.0200218620e-05	7.0087513831e-01	1.4828267145e-01	5.8841577070e-03
1.1742685835e-03	5.1233858621e+02	3.4535141946e+16	1.6600726466e+16	5.6688804883e+00	6.2358563538e-02	1.8612315132e-05	1.9357143089e-06	4.6871323699e-02	1.2168563300e-05	7.0085561675e-01	1.4828507282e-01	5.8832688719e-03
1.4547578108e-03	5.1434796969e+02	4.2617673007e+16	2.0485680031e+16	5.6689483071e+00	6.2362853405e-02	1.4246466140e-05	1.5362189808e-06	4.6876651235e-02	1.4398705054e-05	7.0084141297e-01	1.4828684822e-01	5.8822242703e-03
1.8022455152e-03	5.1680337155e+02	5.2547086113e+16	2.5258370685e+16	5.6689999637e+00	6.2362888490e-02	1.1280565455e-05	1.2709582111e-06	4.6880310393e-02	1.6872776609e-05	7.0083077168e-01	1.4828820112e-01	5.8810409157e-03
2.2327351488e-03	5.1979493011e+02	6.4724437858e+16	3.1111567112e+16	5.6690403453e+00	6.2359381903e-02	9.2970491447e-06	1.1044062795e-06	4.6882794950e-02	1.9546546738e-05	7.0082255892e-01	1.4828925941e-01	5.8797460013e-03
2.7660527949e-03	5.2342693288e+02	7.9628761798e+16	3.8275521531e+16	5.6690722623e+00	6.2352692617e-02	8.0292557509e-06	1.0162618303e-06	4.6884415242e-02	2.2342995740e-05	7.0081607538e-01	1.4829009664e-01	5.8783809569e-03
3.4267602534e-03	5.2781827608e+02	9.7828805606e+16	4.7023615146e+16	5.6690969383e+00	6.2342926939e-02	7.3186325496e-06	9.9894165115e-07	4.6885347593e-02	2.5148618633e-05	7.0081094128e-01	1.4829074488e-01	5.8770038065e-03
4.2452862274e-03	5.3310215727e+02	1.1999559934e+17	5.7678406583e+16	5.6691142637e+00	6.2329999347e-02	7.0922792277e-06	1.0582432826e-06	4.6885658228e-02	2.7815088605e-05	7.0080703359e-01	1.4829120127e-01	5.8756885998e-03
5.2593277089e-03	5.3942473153e+02	1.4691590619e+17	7.0618110930e+16	5.6691228303e+00	6.2313656406e-02	7.3590381864e-06	1.2186022196e-06	4.6885302229e-02	3.0168823432e-05	7.0080447055e-01	1.4829142900e-01	5.8745206647e-03
6.5155861036e-03	5.4694249713e+02	1.7950684648e+17	8.6283655578e+16	5.6691196612e+00	6.2293451971e-02	8.2280680324e-06	1.5370505548e-06	4.6884088775e-02	3.2029699813e-05	7.0080365855e-01	1.4829135020e-01	5.8735869700e-03
8.0719180519e-03	5.5581827887e+02	2.1883236942e+17	1.0518665305e+17	5.6690993520e+00	6.2268633869e-02	9.9633651067e-06	2.1363213464e-06	4.6881586403e-02	3.3237444334e-05	7.0080545272e-01	1.4829082346e-01	5.8729620372e-03
1.0000000000e-02	5.6621584782e+02	2.6612274248e+17	1.2791889425e+17	5.6690519162e+00	6.2237843151e-02	1.3106573554e-05	3.2836118815e-06	4.6876903587e-02	3.3680681687e-05	7.0081156006e-01	1.4828958750e-01	5.8726911777e-03
1.2388629240e-02	5.7829343552e+02	3.2279870694e+17	1.5516426576e+17	5.6689576777e+00	6.2198391385e-02	1.8740631214e-05	5.5839662554e-06	4.6868189397e-02	3.3320803859e-05	7.0082548975e-01	1.4828712755e-01	5.8727732521e-03
1.5347813444e-02	5.9219661660e+02	3.9050213612e+17	1.8771427791e+17	5.6687753192e+00	6.2144553228e-02	2.9053765801e-05	1.0472284473e-05	4.6851478412e-02	3.2202690404e-05	7.0085478022e-01	1.4828236275e-01	5.8731428898e-03
1.9013837041e-02	6.0805117395e+02	4.7113434150e+17	2.2648860323e+17	5.6684137673e+00	6.2063523333e-02	4.8546358193e-05	2.1503142676e-05	4.6817960731e-02	3.0447863165e-05	7.0091625977e-01	1.4827291053e-01	5.8736446855e-03
2.3555537753e-02	6.2595655858e+02	5.6690014310e+17	2.7256215003e+17	5.6676647884e+00	6.1926043109e-02	8.6573102929e-05	4.7791054869e-05	4.6747439742e-02	2.8231776548e-05	7.0104832044e-01	1.4825332356e-01	5.8739744958e-03
2.9182082376e-02	6.4598038277e+02	6.8034663002e+17	3.2720028020e+17	5.6660409306e+00	6.1665690987e-02	1.6240401184e-04	1.1314522130e-04	4.6592788775e-02	2.5752642574e-05	7.0133848685e-01	1.4821085235e-01	5.8735265993e-03
3.6152599901e-02	6.6815407238e+02	8.1436300936e+17	3.9190394250e+17	5.6624130025e+00	6.1135389793e-02	3.1378654642e-04	2.7927909474e-04	4.6245157758e-02	2.3201570344e-05	7.0198226308e-01	1.4811596432e-01	5.8710316259e-03
4.4788115623e-02	6.9246943641e+02	9.7206857659e+17	4.6846688658e+17	5.6543297652e+00	6.0032740630e-02	6.0485707973e-04	6.9785466422e-04	4.5468337669e-02	2.0741468925e-05	7.0338681944e-01	1.4790455838e-01	5.8638592083e-03
5.5486335881e-02	7.1887559534e+02	1.1565211524e+18	5.5904790403e+17	5.6372552684e+00	5.7842817278e-02	1.1089856871e-03	1.6949976460e-03	4.3825054356e-02	1.8495500655e-05	7.0626106998e-01	1.4745786995e-01	5.8472262726e-03
6.8739964312e-02	7.4727552883e+02	1.3704773439e+18	6.6626232973e+17	5.6051826779e+00	5.3989771048e-02	1.8195551845e-03	3.8058400279e-03	4.0737062823e-02	1.6538720454e-05	7.1143699110e-01	1.4661886217e-01	5.8148307018e-03
8.5159393183e-02	7.7752150067e+02	1.6170417058e+18	7.9329892929e+17	5.5545313906e+00	4.8337805762e-02	2.5337063493e-03	7.5467739901e-03	3.5861939232e-02	1.4891452679e-05	7.1920230446e-01	1.4529407234e-01	5.7628821265e-03
1.0550081484e-01	8.0940879669e+02	1.9015950810e+18	9.4407090022e+17	5.4887879520e+00	4.1554999964e-02	2.9409956933e-03	1.2917767253e-02	2.9539470939e-02	1.3530095489e-05	7.2874056184e-01	1.4357438818e-01	5.6949027608e-03
1.3070104796e-01	8.4266756026e+02	2.2336318488e+18	1.1234131720e+18	5.4179507523e+00	3.4757629409e-02	2.9085850231e-03	1.9168177626e-02	2.2735094873e-02	1.2417884677e-05	7.3851166581e-01	1.4172146006e-01	5.6212725733e-03
1.6192068245e-01	8.7695303787e+02	2.6271169393e+18	1.3373426834e+18	5.3530299453e+00	2.8859281606e-02	2.5660079756e-03	2.5207736001e-02	1.6500460122e-02	1.1528989139e-05	7.4714374022e-01	1.4002327336e-01	5.5537519585e-03
2.0059753011e-01	9.1183529459e+02	3.0996293330e+18	1.5934039895e+18	5.3008693905e+00	2.4277399050e-02	2.1260718103e-03	3.0231119438e-02	1.1485280282e-02	1.0851853532e-05	7.5393354237e-01	1.3865875014e-01	5.4997475774e-03
2.4851284270e-01	9.4679050279e+02	3.6717448856e+18	1.9011293282e+18	5.2628851563e+00	2.1020484288e-02	1.7289747902e-03	3.3966842469e-02	7.8326110125e-03	1.0383972562e-05	7.5880067256e-01	1.3766525868e-01	5.4606190208e-03
3.0787334695e-01	9.8119731920e+02	4.3678054075e+18	2.2726494774e+18	5.2371368190e+00	1.8877773240e-02	1.4218496787e-03	3.6531700492e-02	5.3621717354e-03	1.0129871184e-05	7.6203007184e-01	1.3699172482e-01	5.4341738469e-03
3.8141287483e-01	1.0143436415e+03	5.2176908198e+18	2.7234973374e+18	5.2205291454e+00	1.7576233935e-02	1.2006941727e-03	3.8196453181e-02	3.7814800792e-03	1.0101631144e-05	7.6402361894e-01	1.3655727150e-01	5.4171103742e-03
4.7251826936e-01	1.0454509269e+03	6.2592307664e+18	3.2736456634e+18	5.2101765119e+00	1.6869773786e-02	1.0462834268e-03	3.9231442954e-02	2.8154783476e-03	1.0321350589e-05	7.6515069100e-01	1.3628646562e-01	5.4063825484e-03
5.8538536482e-01	1.0737244901e+03	7.5411503307e+18	3.9488052821e+18	5.2039727272e+00	1.6565698689e-02	9.3985008043e-04	3.9842791730e-02	2.2593557586e-03	1.0824942943e-05	7.6569572119e-01	1.3612419441e-01	5.3997688787e-03
