#P (bar)        	T (K)           	n_<tot> (cm-3)  	n_g (cm-3)      	m (g/mol)       	H2O1            	C1O2            	C1O1            	C1H4            	H3N1            	H2              	He              	N2              
1.4547578108e-07	5.0364498251e+02	3.8829346818e+12	2.0921022343e+12	2.3279994519e+00	7.2384976521e-06	3.3425401823e-08	3.1071154428e-05	4.2894975524e-04	2.4578773171e-10	8.5365034492e-01	1.4548207031e-01	5.7780094224e-05
1.8022455153e-07	5.0364524689e+02	4.8105106161e+12	2.5918265307e+12	2.3280426900e+00	8.2354986216e-06	2.8694423190e-08	2.3444287839e-05	4.3658995746e-04	3.0449616451e-10	8.5364660379e-01	1.4548477183e-01	5.7781141321e-05
2.2327351488e-07	5.0364557442e+02	5.9596417673e+12	3.2109157062e+12	2.3280748783e+00	9.4055863364e-06	2.4709881217e-08	1.7677272606e-05	4.4236738540e-04	3.7722645284e-10	8.5364337754e-01	1.4548678327e-01	5.7781907186e-05
2.7660527949e-07	5.0364598019e+02	7.3832491838e+12	3.9778812157e+12	2.3280988164e+00	1.0746984326e-05	2.1229431682e-08	1.3291808400e-05	4.4676110608e-04	4.6732725351e-10	8.5364049345e-01	1.4548827901e-01	5.7782459349e-05
3.4267602534e-07	5.0364648287e+02	9.1468952141e+12	4.9280446355e+12	2.3281168072e+00	1.2198232264e-05	1.7956522763e-08	9.9051356822e-06	4.5015464247e-04	5.7894683889e-10	8.5363787011e-01	1.4548940309e-01	5.7782852913e-05
4.2452862274e-07	5.0364710563e+02	1.1331801906e+13	6.1051642377e+12	2.3281304835e+00	1.3642156383e-05	1.4720571532e-08	7.2607356327e-06	4.5280501377e-04	7.1722396656e-10	8.5363552540e-01	1.4549025776e-01	5.7783125913e-05
5.2593277089e-07	5.0364787714e+02	1.4038590409e+13	7.5634500329e+12	2.3281408771e+00	1.4951159674e-05	1.1573438011e-08	5.2087290242e-06	4.5486224672e-04	8.8852421734e-10	8.5363352656e-01	1.4549090726e-01	5.7783300688e-05
6.5155861036e-07	5.0364883293e+02	1.7391914214e+13	9.3700600414e+12	2.3281486494e+00	1.6038076170e-05	8.7075314117e-09	3.6533730026e-06	4.5642202414e-04	1.1007326128e-09	8.5363192172e-01	1.4549139293e-01	5.7783389724e-05
8.0719180519e-07	5.0365001702e+02	2.1546199490e+13	1.1608192690e+13	2.3281543179e+00	1.6875589847e-05	6.2978998983e-09	2.5112911881e-06	4.5756765051e-04	1.3636159196e-09	8.5363070638e-01	1.4549174709e-01	5.7783400985e-05
1.0000000000e-06	5.0365148392e+02	2.6692756124e+13	1.4380917653e+13	2.3281583434e+00	1.7483099216e-05	4.4126161383e-09	1.6984373510e-06	4.5838319747e-04	1.6892712051e-09	8.5362983100e-01	1.4549199873e-01	5.7783339952e-05
1.2388629240e-06	5.0365330120e+02	3.3068586364e+13	1.7815921410e+13	2.3281611451e+00	1.7903528921e-05	3.0192025065e-09	1.1348538281e-06	4.5894873660e-04	2.0926810801e-09	8.5362922548e-01	1.4549217376e-01	5.7783209435e-05
1.5347813444e-06	5.0365555253e+02	4.0967296229e+13	2.2071385832e+13	2.3281630648e+00	1.8183559190e-05	2.0312892482e-09	7.5179141983e-07	4.5933317268e-04	2.5924008463e-09	8.5362881994e-01	1.4549229364e-01	5.7783008697e-05
1.9013837041e-06	5.0365834157e+02	5.0752611720e+13	2.7343270173e+13	2.3281643662e+00	1.8363939768e-05	1.3509636836e-09	4.9511368178e-07	4.5959079328e-04	3.2114086527e-09	8.5362855548e-01	1.4549237498e-01	5.7782732861e-05
2.3555537753e-06	5.0366179674e+02	6.2875121386e+13	3.3874331255e+13	2.3281652449e+00	1.8476467903e-05	8.9164016008e-10	3.2480738044e-07	4.5976173703e-04	3.9781569893e-09	8.5362838709e-01	1.4549242997e-01	5.7782372555e-05
2.9182082376e-06	5.0366607712e+02	7.7893014707e+13	4.1965296423e+13	2.3281658418e+00	1.8544345510e-05	5.8558373733e-10	2.1255317111e-07	4.5987441846e-04	4.9278726846e-09	8.5362828240e-01	1.4549246724e-01	5.7781913604e-05
3.6152599901e-06	5.0367137977e+02	9.6497768888e+13	5.1988702491e+13	2.3281662486e+00	1.8583311498e-05	3.8337748812e-10	1.3887907847e-07	4.5994837790e-04	6.1041633500e-09	8.5362821910e-01	1.4549249268e-01	5.7781336552e-05
4.4788115623e-06	5.0367794878e+02	1.1954596342e+14	6.4406035982e+13	2.3281665293e+00	1.8604008821e-05	2.5051243425e-10	9.0658734731e-08	4.5999678900e-04	7.5610013002e-09	8.5362818223e-01	1.4549251027e-01	5.7780616012e-05
5.5486335881e-06	5.0368608651e+02	1.4809868171e+14	7.9788960941e+13	2.3281667303e+00	1.8613533920e-05	1.6351225473e-10	5.9152725412e-08	4.6002842331e-04	9.3651717881e-09	8.5362816198e-01	1.4549252272e-01	5.7779719676e-05
6.8739964312e-06	5.0369616747e+02	1.8347030526e+14	9.8845607121e+13	2.3281668740e+00	1.8615885517e-05	1.0665863710e-10	3.8587607966e-08	4.6004907563e-04	1.1599291366e-08	8.5362815217e-01	1.4549253180e-01	5.7778606942e-05
8.5159393183e-06	5.0370865552e+02	2.2728893459e+14	1.2245312190e+14	2.3281669864e+00	1.8614031948e-05	6.9554526728e-11	2.5172268120e-08	4.6006255152e-04	1.4365524764e-08	8.5362814891e-01	1.4549253876e-01	5.7777227241e-05
1.0550081484e-05	5.0372412514e+02	2.8157119763e+14	1.5169797379e+14	2.3281670779e+00	1.8609196918e-05	4.5354304008e-11	1.6423074952e-08	4.6007134411e-04	1.7790155190e-08	8.5362815008e-01	1.4549254443e-01	5.7775517764e-05
1.3070104796e-05	5.0374328780e+02	3.4881485960e+14	1.8792584630e+14	2.3281671584e+00	1.8601905270e-05	2.9575145077e-11	1.0717398204e-08	4.6007708250e-04	2.2029193683e-08	8.5362815474e-01	1.4549254944e-01	5.7773400759e-05
1.6192068245e-05	5.0376702454e+02	4.3211344961e+14	2.3280339359e+14	2.3281672327e+00	1.8591803819e-05	1.9287084575e-11	6.9961413600e-09	4.6008083019e-04	2.7275247840e-08	8.5362816293e-01	1.4549255423e-01	5.7770780113e-05
2.0059753011e-05	5.0379642621e+02	5.3529810844e+14	2.8839466114e+14	2.3281673140e+00	1.8578447848e-05	1.2579300117e-11	4.5687811714e-09	4.6008328122e-04	3.3765908259e-08	8.5362817549e-01	1.4549255931e-01	5.7767537233e-05
2.4851284270e-05	5.0383284335e+02	6.6311307296e+14	3.5725562878e+14	2.3281674096e+00	1.8560398529e-05	8.2049863891e-12	2.9849759536e-09	4.6008488858e-04	4.1793950498e-08	8.5362819416e-01	1.4549256512e-01	5.7763525914e-05
3.0787334695e-05	5.0387794771e+02	8.2143270330e+14	4.4255113462e+14	2.3281675211e+00	1.8535194595e-05	5.3514946304e-12	1.9511737939e-09	4.6008594807e-04	5.1719687821e-08	8.5362822165e-01	1.4549257211e-01	5.7758566182e-05
3.8141287483e-05	5.0393380819e+02	1.0175297775e+15	5.4819941864e+14	2.3281676610e+00	1.8500272747e-05	3.4898029276e-12	1.2761335443e-09	4.6008665338e-04	6.3985839225e-08	8.5362826143e-01	1.4549258088e-01	5.7752436921e-05
4.7251826936e-05	5.0400298462e+02	1.2604069927e+15	6.7905071947e+14	2.3281678395e+00	1.8452429260e-05	2.2750651702e-12	8.3517481097e-10	4.6008713158e-04	7.9135287740e-08	8.5362831762e-01	1.4549259208e-01	5.7744866951e-05
5.8538536482e-05	5.0408864328e+02	1.5612063084e+15	8.4110780801e+14	2.3281680677e+00	1.8388454484e-05	1.4825559820e-12	5.4701697454e-10	4.6008746630e-04	9.7832079112e-08	8.5362839425e-01	1.4549260637e-01	5.7735524518e-05
7.2521222472e-05	5.0419469906e+02	1.9337140149e+15	1.0417980933e+15	2.3281683551e+00	1.8305902617e-05	9.6575910674e-13	3.5865447445e-10	4.6008771258e-04	1.2088592424e-07	8.5362849423e-01	1.4549262436e-01	5.7724005004e-05
8.9843853723e-05	5.0432599022e+02	2.3949833138e+15	1.2903090386e+15	2.3281687086e+00	1.8204026238e-05	6.2906023441e-13	2.3550058687e-10	4.6008790636e-04	1.4928028066e-07	8.5362861798e-01	1.4549264643e-01	5.7709816839e-05
1.1130421933e-04	5.0448849277e+02	2.9661008380e+15	1.5980011248e+15	2.3281691301e+00	1.8084515550e-05	4.0997754233e-13	1.5496807686e-10	4.6008807064e-04	1.8420373986e-07	8.5362876236e-01	1.4549267270e-01	5.7692365770e-05
1.3789067061e-04	5.0468958269e+02	3.6731290069e+15	1.9789155471e+15	2.3281696142e+00	1.7951490624e-05	2.6761908873e-13	1.0229162607e-10	4.6008821965e-04	2.2708385498e-07	8.5362892044e-01	1.4549270298e-01	5.7670937947e-05
1.7082763938e-04	5.0493835587e+02	4.5482624620e+15	2.4503972435e+15	2.3281701591e+00	1.7811524251e-05	1.7522321734e-13	6.7816311531e-11	4.6008836218e-04	2.7962159091e-07	8.5362908213e-01	1.4549273701e-01	5.7644682775e-05
2.1163202882e-04	5.0524601702e+02	5.6312440440e+15	3.0338577512e+15	2.3281707605e+00	1.7672221132e-05	1.1527768543e-13	4.5226505376e-11	4.6008850375e-04	3.4382311552e-07	8.5362923542e-01	1.4549277452e-01	5.7612597067e-05
2.6218307404e-04	5.0562634992e+02	6.9710938122e+15	3.7557067099e+15	2.3281714150e+00	1.7541358361e-05	7.6356941337e-14	3.0395161517e-11	4.6008864847e-04	4.2202349431e-07	8.5362936765e-01	1.4549281550e-01	5.7573513286e-05
3.2480888972e-04	5.0609628295e+02	8.6282132028e+15	4.6484854579e+15	2.3281721328e+00	1.7426885740e-05	5.1038686395e-14	2.0629936943e-11	4.6008880060e-04	5.1689380807e-07	8.5362946614e-01	1.4549286043e-01	5.7526096089e-05
4.0239369086e-04	5.0667656405e+02	1.0676935123e+16	5.7522408684e+15	2.3281729330e+00	1.7336477470e-05	3.4515989737e-14	1.4176153218e-11	4.6008896527e-04	6.3141913828e-07	8.5362951839e-01	1.4549291040e-01	5.7468853361e-05
4.9851062446e-04	5.0739255835e+02	1.3208598897e+16	7.1161819294e+15	2.3281738420e+00	1.7277607015e-05	2.3685408298e-14	9.8913574693e-12	4.6008914896e-04	7.6882977469e-07	8.5362951185e-01	1.4549296709e-01	5.7400170627e-05
6.1758632986e-04	5.0827517983e+02	1.6335235307e+16	8.8006649857e+15	2.3281748932e+00	1.7257889853e-05	1.6547662522e-14	7.0320806722e-12	4.6008935966e-04	9.3246228262e-07	8.5362943348e-01	1.4549303277e-01	5.7318380519e-05
7.6510480643e-04	5.0936196194e+02	2.0193949927e+16	1.0879555147e+16	2.3281761314e+00	1.7285623385e-05	1.1816184654e-14	5.1145129021e-12	4.6008960685e-04	1.1255218219e-06	8.5362926960e-01	1.4549311031e-01	5.7221881587e-05
9.4785997765e-04	5.1069826304e+02	2.4952090449e+16	1.3443010028e+16	2.3281776146e+00	1.7369890166e-05	8.6626512326e-15	3.8236775193e-12	4.6008990084e-04	1.3507145988e-06	8.5362900632e-01	1.4549320284e-01	5.7109321985e-05
1.1742685835e-03	5.1233858621e+02	3.0813273319e+16	1.6600726466e+16	2.3281793782e+00	1.7518133910e-05	6.5517607152e-15	2.9542521927e-12	4.6009025046e-04	1.6097234618e-06	8.5362863127e-01	1.4549331311e-01	5.6979861373e-05
1.4547578108e-03	5.1434796969e+02	3.8024325159e+16	2.0485680031e+16	2.3281814561e+00	1.7736271717e-05	5.1389079838e-15	2.3731731561e-12	4.6009066149e-04	1.9025161753e-06	8.5362813618e-01	1.4549344290e-01	5.6833516579e-05
1.8022455152e-03	5.1680337155e+02	4.6883163325e+16	2.5258370685e+16	2.3281838366e+00	1.8024825788e-05	4.2019702993e-15	1.9950958815e-12	4.6009113274e-04	2.2265116793e-06	8.5362752069e-01	1.4549359179e-01	5.6671577973e-05
2.2327351488e-03	5.1979493011e+02	5.7747601784e+16	3.1111567112e+16	2.3281864711e+00	1.8377970207e-05	3.6002080895e-15	1.7675657157e-12	4.6009165335e-04	2.5756901134e-06	8.5362679600e-01	1.4549375635e-01	5.6497054116e-05
2.7660527949e-03	5.2342693288e+02	7.1045029369e+16	3.8275521531e+16	2.3281892349e+00	1.8780820621e-05	3.2475516775e-15	1.6622280789e-12	4.6009219960e-04	2.9398161577e-06	8.5362598730e-01	1.4549392906e-01	5.6315059683e-05
3.4267602534e-03	5.2781827608e+02	8.7282886550e+16	4.7023615146e+16	2.3281919422e+00	1.9211167292e-05	3.0981756046e-15	1.6715368786e-12	4.6009273451e-04	3.3040363786e-06	8.5362513311e-01	1.4549409822e-01	5.6133016743e-05
4.2452862274e-03	5.3310215727e+02	1.0705988889e+17	5.7678406583e+16	2.3281943433e+00	1.9642244761e-05	3.1398318630e-15	1.8108413327e-12	4.6009320908e-04	3.6491721350e-06	8.5362428070e-01	1.4549424836e-01	5.5960508464e-05
5.2593277089e-03	5.3942473153e+02	1.3107804883e+17	7.0618110930e+16	2.3281961566e+00	2.0048887088e-05	3.3959916698e-15	2.1289721365e-12	4.6009356675e-04	3.9530025936e-06	8.5362347772e-01	1.4549436160e-01	5.5808638158e-05
6.5155861036e-03	5.4694249713e+02	1.6015576746e+17	8.6283655578e+16	2.3281970879e+00	2.0412365048e-05	3.9386018200e-15	2.7349604712e-12	4.6009375041e-04	4.1926601785e-06	8.5362276287e-01	1.4549441992e-01	5.5688832441e-05
8.0719180519e-03	5.5581827887e+02	1.9524263112e+17	1.0518665305e+17	2.3281969201e+00	2.0721569825e-05	4.9190794489e-15	3.8606396480e-12	4.6009371602e-04	4.3479290729e-06	8.5362216415e-01	1.4549440950e-01	5.5611193704e-05
1.0000000000e-02	5.6621584782e+02	2.3743703953e+17	1.2791889425e+17	2.3281956183e+00	2.0955714275e-05	6.6254499229e-15	6.0047411527e-12	4.6009345573e-04	4.4048230479e-06	8.5362172076e-01	1.4549432802e-01	5.5582714114e-05
1.2388629240e-02	5.7829343552e+02	2.8800834947e+17	1.5516426576e+17	2.3281934511e+00	2.1056560702e-05	9.5795781467e-15	1.0269567137e-11	4.6009302235e-04	4.3585013233e-06	8.5362152200e-01	1.4549419254e-01	5.5605820826e-05
1.5347813444e-02	5.9219661660e+02	3.4842570657e+17	1.8771427791e+17	2.3281908464e+00	2.0970538095e-05	1.4763446776e-14	1.9206916154e-11	4.6009249840e-04	4.2145738342e-06	8.5362165185e-01	1.4549402995e-01	5.5677719564e-05
1.9013837041e-02	6.0805117395e+02	4.2039611297e+17	2.2648860323e+17	2.3281879312e+00	2.0791359647e-05	2.4337940092e-14	3.9190616893e-11	4.6009190111e-04	3.9882602469e-06	8.5362200171e-01	1.4549384774e-01	5.5790803445e-05
2.3555537753e-02	6.2595655858e+02	5.0591461524e+17	2.7256215003e+17	2.3281844009e+00	2.0836645130e-05	4.3884076169e-14	8.7666542713e-11	4.6009115303e-04	3.7015784871e-06	8.5362220611e-01	1.4549362698e-01	5.5934055906e-05
2.9182082376e-02	6.4598038277e+02	6.0732958237e+17	3.2720028020e+17	2.3281795163e+00	2.1766517825e-05	9.1045979767e-14	2.1872206091e-10	4.6009005506e-04	3.3794111641e-06	8.5362156728e-01	1.4549332191e-01	5.6095017335e-05
3.6152599901e-02	6.6815407238e+02	7.2742635840e+17	3.9190394250e+17	2.3281721811e+00	2.4658088900e-05	2.3226882404e-13	6.2325564731e-10	4.6008819868e-04	3.0456052940e-06	8.5361897390e-01	1.4549286383e-01	5.6261736771e-05
4.4788115623e-02	6.9246943641e+02	8.6953348061e+17	4.6846688658e+17	2.3281615057e+00	3.0598857468e-05	7.3307394765e-13	2.0137701801e-09	4.6008469404e-04	2.7200757272e-06	8.5361329189e-01	1.4549219691e-01	5.6424234367e-05
5.5486335881e-02	7.1887559534e+02	1.0376566366e+18	5.5904790403e+17	2.3281466755e+00	4.0453834333e-05	2.6686418185e-12	7.0487836484e-09	4.6007672019e-04	2.4173568220e-06	8.5360363800e-01	1.4549127035e-01	5.6575222426e-05
6.8739964312e-02	7.4727552883e+02	1.2366481684e+18	6.6626232973e+17	2.3281265935e+00	5.5023299055e-05	1.0299236067e-11	2.5361075651e-08	4.6005442300e-04	2.1465079032e-06	8.5358925944e-01	1.4549001584e-01	5.6710143668e-05
8.5159393183e-02	7.7752150067e+02	1.4724238741e+18	7.9329892929e+17	2.3281001888e+00	7.4894037110e-05	3.9321945055e-11	8.9715535779e-08	4.5998481657e-04	1.9119455512e-06	8.5356967704e-01	1.4548836852e-01	5.6826763373e-05
1.0550081484e-01	8.0940879669e+02	1.7522433060e+18	9.4407090022e+17	2.3280670391e+00	1.0000107107e-04	1.4085679773e-10	3.0112238952e-07	4.5976673637e-04	1.7146987200e-06	8.5354511052e-01	1.4548629681e-01	5.6924553101e-05
1.3070104796e-01	8.4266756026e+02	2.0850756541e+18	1.1234131720e+18	2.3280268556e+00	1.2920694489e-04	4.5495732724e-10	9.3215633957e-07	4.5912740644e-04	1.5536931061e-06	8.5351685378e-01	1.4548378746e-01	5.7004042300e-05
1.6192068245e-01	8.7695303787e+02	2.4820820400e+18	1.3373426834e+18	2.3279792593e+00	1.5989493348e-04	1.2824286801e-09	2.5974845827e-06	4.5745177232e-04	1.4268467737e-06	8.5348769747e-01	1.4548081291e-01	5.7066256579e-05
2.0059753011e-01	9.1183529459e+02	2.9572563775e+18	1.5934039895e+18	2.3279237795e+00	1.8727518200e-04	3.0432824350e-09	6.3502659686e-06	4.5368612102e-04	1.3319088846e-06	8.5346259570e-01	1.4547734624e-01	5.7112301489e-05
2.4851284270e-01	9.4679050279e+02	3.5282801539e+18	1.9011293282e+18	2.3278611976e+00	2.0525621767e-04	5.8753475605e-09	1.3295224555e-05	4.4672582709e-04	1.2670631226e-06	8.5344769449e-01	1.4547343446e-01	5.7143088390e-05
3.0787334695e-01	9.8119731920e+02	4.2176574474e+18	2.2726494774e+18	2.3277938934e+00	2.1077544292e-04	9.1684490368e-09	2.3629075279e-05	4.3637512567e-04	1.2313621374e-06	8.5344591127e-01	1.4546922874e-01	5.7159128411e-05
3.8141287483e-01	1.0143436415e+03	5.0542080602e+18	2.7234973374e+18	2.3277259143e+00	2.0656481897e-04	1.1939525916e-08	3.6101113933e-05	4.2388603008e-04	1.2250822857e-06	8.5345416577e-01	1.4546498053e-01	5.7160357691e-05
4.7251826936e-01	1.0454509269e+03	6.0749988354e+18	3.2736456634e+18	2.3276635749e+00	1.9806558002e-04	1.3616726649e-08	4.8506216693e-05	4.1146609670e-04	1.2500727529e-06	8.5346648882e-01	1.4546108474e-01	5.7145994520e-05
5.8538536482e-01	1.0737244901e+03	7.3277580033e+18	3.9488052821e+18	2.3276146447e+00	1.8984825526e-04	1.4206445801e-08	5.8575462601e-05	4.0138544613e-04	1.3101305358e-06	8.5347770888e-01	1.4545802730e-01	5.7114343643e-05
