#P (bar)        	T (K)           	n_<tot> (cm-3)  	n_g (cm-3)      	m (g/mol)       	H2O1            	C1O2            	C1O1            	C1H4            	H3N1            	H2              	He              	N2              
1.3070104796e-09	5.0364388561e+02	3.9421792682e+10	1.8796293648e+10	1.6929912352e+01	6.4839778292e-10	4.6272634343e-08	1.8292320162e-01	1.2581936678e-01	1.3313286780e-11	3.2519650588e-01	9.8299397721e-02	3.7986705091e-02
1.6192068245e-09	5.0364388799e+02	4.8901211959e+10	2.3286031199e+10	1.6951757798e+01	9.8050570286e-10	7.0053523005e-08	1.8264732151e-01	1.2649455639e-01	1.6438493255e-11	3.2433454783e-01	9.8426233258e-02	3.8036152491e-02
2.0059753011e-09	5.0364389093e+02	6.0723286918e+10	2.8848200531e+10	1.6991321912e+01	1.4648486715e-09	1.0487686749e-07	1.8214391949e-01	1.2772023897e-01	2.0241136233e-11	3.2276576889e-01	9.8655948041e-02	3.8125286573e-02
2.4851284270e-09	5.0364389458e+02	7.5445160504e+10	3.5738965803e+10	1.7040410570e+01	2.1742471553e-09	1.5607433169e-07	1.8151806108e-01	1.2924198388e-01	2.4885177568e-11	3.2081670772e-01	9.8940967752e-02	3.8235772279e-02
3.0787334695e-09	5.0364389909e+02	9.3682560473e+10	4.4275679278e+10	1.7079855060e+01	3.2485376308e-09	2.3368516636e-07	1.8101553799e-01	1.3046465238e-01	3.0639488041e-11	3.1925101167e-01	9.9169993194e-02	3.8324725656e-02
3.8141287483e-09	5.0364390469e+02	1.1620746181e+11	5.4851496883e+10	1.7101573955e+01	4.9127471944e-09	3.5381568014e-07	1.8073980942e-01	1.3113725407e-01	3.7829184960e-11	3.1839100170e-01	9.9296117834e-02	3.8374091658e-02
4.7251826936e-09	5.0364391162e+02	1.4404493193e+11	6.7953484879e+10	1.7111057912e+01	7.4917509440e-09	5.3983405206e-07	1.8062080495e-01	1.3143050133e-01	4.6796094558e-11	3.1801704438e-01	9.9351175355e-02	3.8396192027e-02
5.8538536482e-09	5.0364392021e+02	1.7849334441e+11	8.4185051537e+10	1.7115030672e+01	1.1467588242e-08	8.2650053780e-07	1.8057191855e-01	1.3155300329e-01	5.7939079383e-11	3.1786203583e-01	9.9374238688e-02	3.8406169062e-02
7.2521222472e-09	5.0364393084e+02	2.2115905186e+11	1.0429373690e+11	1.7117373684e+01	1.7572705868e-08	1.2666723373e-06	1.8054316300e-01	1.3162535257e-01	7.1754185276e-11	3.1777140322e-01	9.9387842299e-02	3.8412939063e-02
8.9843853723e-09	5.0364394402e+02	2.7403762445e+11	1.2920564047e+11	1.7120614512e+01	2.6911105453e-08	1.9401302064e-06	1.8050173036e-01	1.3172629241e-01	8.8851732983e-11	3.1764449564e-01	9.9406661477e-02	3.8422804368e-02
1.1130421933e-08	5.0364396035e+02	3.3964907151e+11	1.6006807236e+11	1.7128380498e+01	4.1084051288e-08	2.9631157770e-06	1.8040029613e-01	1.3196889607e-01	1.0994764800e-10	3.1733725331e-01	9.9451759443e-02	3.8445347493e-02
1.3789067061e-08	5.0364398058e+02	4.2128271964e+11	1.9830239220e+11	1.7148900541e+01	6.2178711312e-08	4.4892779044e-06	1.8013017305e-01	1.3260713301e-01	1.3578548128e-10	3.1652695340e-01	9.9570903531e-02	3.8500251039e-02
1.7082763938e-08	5.0364400564e+02	5.2349227745e+11	2.4566946921e+11	1.7200840079e+01	9.2127882905e-08	6.6690337250e-06	1.7944075259e-01	1.3421146606e-01	1.6687368352e-10	3.1449088348e-01	9.9872481600e-02	3.8627313833e-02
2.1163202882e-08	5.0364403669e+02	6.5296250653e+11	3.0435077820e+11	1.7318264652e+01	1.3061202548e-07	9.5107055953e-06	1.7787250256e-01	1.3782233590e-01	2.0294551064e-10	3.0991156923e-01	1.0055428270e-01	3.8899376476e-02
2.6218307404e-08	5.0364407515e+02	8.1915166483e+11	3.7704886621e+11	1.7537079345e+01	1.7296019161e-07	1.2734764765e-05	1.7492791847e-01	1.4452938325e-01	2.4269412240e-10	3.0142036589e-01	1.0182477158e-01	3.9395999767e-02
3.2480888972e-08	5.0364412280e+02	1.0338031827e+12	4.6711181668e+11	1.7865183915e+01	2.1276445069e-07	1.5931631238e-05	1.7044939830e-01	1.5454061238e-01	2.8461088523e-10	2.8879664154e-01	1.0372985063e-01	4.0135848567e-02
4.0239369086e-08	5.0364418183e+02	1.3104728443e+12	5.7868744322e+11	1.8279932163e+01	2.4656925280e-07	1.8864349195e-05	1.6466093757e-01	1.6710925163e-01	3.2790265081e-10	2.7305179715e-01	1.0613797277e-01	4.1069109758e-02
4.9851062446e-08	5.0364425496e+02	1.6651488176e+12	7.1691431390e+11	1.8748880063e+01	2.7441124966e-07	2.1517378891e-05	1.5794280309e-01	1.8120174648e-01	3.7248485073e-10	2.5554603811e-01	1.0886095151e-01	4.2123583675e-02
6.1758632986e-08	5.0364434555e+02	2.1171180224e+12	8.8815840340e+11	1.9241730338e+01	2.9798851037e-07	2.4006486203e-05	1.5073812329e-01	1.9591750675e-01	4.1854272250e-10	2.3738323976e-01	1.1172256104e-01	4.3231501339e-02
7.6510480643e-08	5.0364445779e+02	2.6898310480e+12	1.1003062714e+12	1.9733354158e+01	3.1952288287e-07	2.6525683835e-05	1.4351518864e-01	2.1057267780e-01	4.6633762234e-10	2.1932510935e-01	1.1457703820e-01	4.4336613804e-02
9.4785997765e-08	5.0364459684e+02	3.4121233798e+12	1.3631282683e+12	2.0205869755e+01	3.4097448736e-07	2.9290530108e-05	1.3665690275e-01	2.2471482478e-01	5.1606118807e-10	2.0182743626e-01	1.1732056417e-01	4.5398844749e-02
1.1742685835e-07	5.0364476910e+02	4.3203406786e+12	1.6887284947e+12	2.0651312449e+01	3.6320801060e-07	3.2450630212e-05	1.3034106323e-01	2.3814666741e-01	5.6759645141e-10	1.8508282226e-01	1.1990689868e-01	4.6400326996e-02
1.4547578108e-07	5.0364498251e+02	5.4614173822e+12	2.0921022343e+12	2.1072300377e+01	3.8478434806e-07	3.5968695997e-05	1.2452344472e-01	2.5094302086e-01	6.1978173879e-10	1.6900309591e-01	1.2235124255e-01	4.7346891792e-02
1.8022455153e-07	5.0364524689e+02	6.8961650906e+12	2.5918265307e+12	2.1477869074e+01	4.0160298556e-07	3.9558656771e-05	1.1903680855e-01	2.6334957173e-01	6.6978796406e-10	1.5331524561e-01	1.2470606243e-01	4.8258682630e-02
2.2327351488e-07	5.0364557442e+02	8.7013133553e+12	3.2109157062e+12	2.1874866663e+01	4.0898279950e-07	4.2817535299e-05	1.1374206316e-01	2.7554452570e-01	7.1381054494e-10	1.3783213397e-01	1.2701112653e-01	4.9150902590e-02
2.7660527949e-07	5.0364598019e+02	1.0970900827e+13	3.9778812157e+12	2.2262809614e+01	4.0460238333e-07	4.5460951900e-05	1.0861121260e-01	2.8748877301e-01	7.4869268302e-10	1.2263297455e-01	1.2926361471e-01	5.0022364827e-02
3.4267602534e-07	5.0364648287e+02	1.3819214615e+13	4.9280446355e+12	2.2635926458e+01	3.8912985411e-07	4.7410323088e-05	1.0369880229e-01	2.9899110005e-01	7.7271349194e-10	1.0797767284e-01	1.3143002946e-01	5.0860160699e-02
4.2452862274e-07	5.0364710563e+02	1.7386047858e+13	6.1051642377e+12	2.2987569604e+01	3.6500245430e-07	4.8730969705e-05	9.9081006947e-02	3.0983805253e-01	7.8541730659e-10	9.4148769353e-02	1.3347175486e-01	5.1649471030e-02
5.2593277089e-07	5.0364787714e+02	2.1843399006e+13	7.5634500329e+12	2.3312547654e+01	3.3510892026e-07	4.9544675108e-05	9.4819793251e-02	3.1986541319e-01	7.8715697315e-10	8.1360801267e-02	1.3535864396e-01	5.2378763466e-02
6.5155861036e-07	5.0364883293e+02	2.7403483317e+13	9.3700600414e+12	2.3607659384e+01	3.0208480269e-07	4.9977746463e-05	9.0952718109e-02	3.2897402896e-01	7.7877322642e-10	6.9740860291e-02	1.3707214609e-01	5.3040964486e-02
8.0719180519e-07	5.0365001702e+02	3.4328903585e+13	1.1608192690e+13	2.3871778299e+01	2.6808789746e-07	5.0142447533e-05	8.7494233650e-02	3.3712574299e-01	7.6145637743e-10	5.9341819693e-02	1.3860566771e-01	5.3633549370e-02
1.0000000000e-06	5.0365148392e+02	4.2944125859e+13	1.4380917653e+13	2.4104976100e+01	2.3471409693e-07	5.0126383829e-05	8.4440679789e-02	3.4432477355e-01	7.3655175966e-10	5.0155931222e-02	1.3995968633e-01	5.4156711031e-02
1.2388629240e-06	5.0365330120e+02	5.3651191723e+13	1.7815921410e+13	2.4308635281e+01	2.0309641655e-07	4.9998303772e-05	8.1775031483e-02	3.5061097431e-01	7.0554410465e-10	4.2135743311e-02	1.4114217016e-01	5.4613466879e-02
1.5347813444e-06	5.0365555253e+02	6.6947479984e+13	2.2071385832e+13	2.4484658691e+01	1.7394715775e-07	4.9807045106e-05	7.9471472368e-02	3.5604365531e-01	6.6990783315e-10	3.5204841915e-02	1.4216418768e-01	5.5008014087e-02
1.9013837041e-06	5.0365834157e+02	8.3448763758e+13	2.7343270173e+13	2.4635359636e+01	1.4765666931e-07	4.9586720484e-05	7.7498769241e-02	3.6069499225e-01	6.3105973379e-10	2.9270106925e-02	1.4303919841e-01	5.5345427791e-02
2.3555537753e-06	5.0366179674e+02	1.0391809007e+14	3.3874331255e+13	2.4763378803e+01	1.2437451060e-07	4.9360990773e-05	7.5822796138e-02	3.6464526433e-01	5.9031313109e-10	2.4230419987e-02	1.4378251209e-01	5.5631419804e-02
2.9182082376e-06	5.0366607712e+02	1.2930055306e+14	4.1965296423e+13	2.4871362811e+01	1.0406873691e-07	4.9144675379e-05	7.4408711295e-02	3.6797573762e-01	5.4881436071e-10	1.9982337948e-02	1.4440949693e-01	5.5871635534e-02
3.6152599901e-06	5.0367137977e+02	1.6076747206e+14	5.1988702491e+13	2.4961956368e+01	8.6587212978e-08	4.8946932497e-05	7.3222324615e-02	3.7076653574e-01	5.0752972869e-10	1.6425070109e-02	1.4493548436e-01	5.6071588058e-02
4.4788115623e-06	5.0367794878e+02	1.9976900366e+14	6.4406035982e+13	2.5037501176e+01	7.1698351564e-08	4.8771580483e-05	7.2231475853e-02	3.7309100693e-01	4.6721697700e-10	1.3463273592e-02	1.4537412318e-01	5.6236073850e-02
5.5486335881e-06	5.0368608651e+02	2.4810379603e+14	7.9788960941e+13	2.5100361869e+01	5.9135790294e-08	4.8621083407e-05	7.1406383302e-02	3.7501957969e-01	4.2846574072e-10	1.1009770282e-02	1.4573908998e-01	5.6369939595e-02
6.8739964312e-06	5.0369616747e+02	3.0799790928e+14	9.8845607121e+13	2.5152423257e+01	4.8614934267e-08	4.8494285488e-05	7.0720986181e-02	3.7661218436e-01	3.9167238214e-10	8.9858806993e-03	1.4604138421e-01	5.6477347692e-02
8.5159393183e-06	5.0370865552e+02	3.8221162776e+14	1.2245312190e+14	2.5195525743e+01	3.9859851337e-08	4.8390095404e-05	7.0152812735e-02	3.7792449875e-01	3.5709958380e-10	7.3224364040e-03	1.4629163542e-01	5.6562910926e-02
1.0550081484e-05	5.0372412514e+02	4.7415968102e+14	1.5169797379e+14	2.5230990726e+01	3.2609221364e-08	4.8304869871e-05	6.9683699562e-02	3.7900108073e-01	3.2487018180e-10	5.9591709042e-03	1.4649757162e-01	5.6630805447e-02
1.3070104796e-05	5.0374328780e+02	5.8807485922e+14	1.8792584630e+14	2.5260127301e+01	2.6629742784e-08	4.8236122753e-05	6.9298446477e-02	3.7988285143e-01	2.9503094933e-10	4.8447000919e-03	1.4666673873e-01	5.6685421861e-02
1.6192068245e-05	5.0376702454e+02	7.2919525861e+14	2.3280339359e+14	2.5283893332e+01	2.1715269689e-08	4.8180607948e-05	6.8984301908e-02	3.8060216615e-01	2.6755671159e-10	3.9354866294e-03	1.4680472560e-01	5.6730080684e-02
2.0059753011e-05	5.0379642621e+02	9.0400936546e+14	2.8839466114e+14	2.5303181394e+01	1.7688697073e-08	4.8136250919e-05	6.8729702326e-02	3.8118724205e-01	2.4238584899e-10	3.1950928255e-03	1.4691671536e-01	5.6767175597e-02
2.4851284270e-05	5.0383284335e+02	1.1205532108e+15	3.5725562878e+14	2.5318783070e+01	1.4398830779e-08	4.8101777188e-05	6.8524136436e-02	3.8166206457e-01	2.1942844018e-10	2.5931530998e-03	1.4700730444e-01	5.6798184790e-02
3.0787334695e-05	5.0387794771e+02	1.3887782831e+15	4.4255113462e+14	2.5331383038e+01	1.1717365477e-08	4.8076433648e-05	6.8358387375e-02	3.8204682098e-01	1.9857340361e-10	2.1044581602e-03	1.4708046815e-01	5.6824049599e-02
3.8141287483e-05	5.0393380819e+02	1.7210101505e+15	5.4819941864e+14	2.5341611741e+01	9.5362970541e-09	4.8060109747e-05	6.8224624740e-02	3.8235913578e-01	1.7969722477e-10	1.7081720051e-03	1.4713983916e-01	5.6845601794e-02
4.7251826936e-05	5.0400298462e+02	2.1324932711e+15	6.7905071947e+14	2.5349819667e+01	7.7648484670e-09	4.8051781945e-05	6.8116724651e-02	3.8261101471e-01	1.6266328987e-10	1.3871038048e-03	1.4718750869e-01	5.6863248761e-02
5.8538536482e-05	5.0408864328e+02	2.6421149965e+15	8.4110780801e+14	2.5356506623e+01	6.3282061004e-09	4.8052095584e-05	6.8029348881e-02	3.8281551104e-01	1.4734170116e-10	1.1271936119e-03	1.4722632144e-01	5.6877815753e-02
7.2521222472e-05	5.0419469906e+02	3.2732207217e+15	1.0417980933e+15	2.5361864103e+01	5.1641933107e-09	4.8060364276e-05	6.7958400464e-02	3.8298005981e-01	1.3359923822e-10	9.1691461558e-04	1.4725744649e-01	5.6889612137e-02
8.9843853723e-05	5.0432599022e+02	4.0547213964e+15	1.2903090386e+15	2.5366274686e+01	4.2221373942e-09	4.8077432739e-05	6.7899746794e-02	3.8311413024e-01	1.2131636613e-10	7.4689748984e-04	1.4728304843e-01	5.6899374998e-02
1.1130421933e-04	5.0448849277e+02	5.0223495868e+15	1.5980011248e+15	2.5369929153e+01	3.4603799767e-09	4.8102665051e-05	6.7848994441e-02	3.8322362165e-01	1.1037927672e-10	6.0950609405e-04	1.4730426283e-01	5.6907500710e-02
1.3789067061e-04	5.0468958269e+02	6.2203069769e+15	1.9789155471e+15	2.5373124439e+01	2.8450977907e-09	4.8134213180e-05	6.7798976653e-02	3.8331545850e-01	1.0068948725e-10	4.9855384379e-04	1.4732281408e-01	5.6914629221e-02
1.7082763938e-04	5.0493835587e+02	7.7032907405e+15	2.4503972435e+15	2.5376352328e+01	2.3489258204e-09	4.8165503621e-05	6.7734642109e-02	3.8339903350e-01	9.2168226346e-11	4.0904363377e-04	1.4734155791e-01	5.6921849601e-02
2.1163202882e-04	5.0524601702e+02	9.5391216977e+15	3.0338577512e+15	2.5380641968e+01	1.9499544438e-09	4.8177470216e-05	6.7620597559e-02	3.8349146129e-01	8.4768276438e-11	3.3696891370e-04	1.4736647029e-01	5.6931462973e-02
2.6218307404e-04	5.0562634992e+02	1.1812363880e+16	3.7557067099e+15	2.5388352598e+01	1.6310290522e-09	4.8121853303e-05	6.7374139978e-02	3.8362961084e-01	7.8497798409e-11	2.7916616534e-04	1.4741122192e-01	5.6948740966e-02
3.2480888972e-04	5.0609628295e+02	1.4629404349e+16	4.6484854579e+15	2.5404148098e+01	1.3790926398e-09	4.7890602987e-05	6.6821163447e-02	3.8388492213e-01	7.3452145415e-11	2.3318916662e-04	1.4750295308e-01	5.6984179106e-02
4.0239369086e-04	5.0667656405e+02	1.8125859319e+16	5.7522408684e+15	2.5436131114e+01	1.1845366331e-09	4.7298362151e-05	6.5669515273e-02	3.8438056987e-01	6.9839760202e-11	1.9716812315e-04	1.4768865238e-01	5.7055917701e-02
4.9851062446e-04	5.0739255835e+02	2.2473516092e+16	7.1161819294e+15	2.5492567345e+01	1.0392002579e-09	4.6138809139e-05	6.3615091753e-02	3.8524217424e-01	6.7905793730e-11	1.6951332030e-04	1.4801633763e-01	5.7182511620e-02
6.1758632986e-04	5.0827517983e+02	2.7883257101e+16	8.8006649857e+15	2.5575119783e+01	9.3446611641e-10	4.4346412963e-05	6.0598640894e-02	3.8649560011e-01	6.7774695499e-11	1.4862861982e-04	1.4849565485e-01	5.7367684711e-02
7.6510480643e-04	5.0936196194e+02	3.4605647462e+16	1.0879555147e+16	2.5675892062e+01	8.6157512485e-10	4.2079585201e-05	5.6911416847e-02	3.8802219454e-01	6.9402319136e-11	1.3294693869e-04	1.4908074794e-01	5.7593719974e-02
9.4785997765e-04	5.1069826304e+02	4.2937159703e+16	1.3443010028e+16	2.5782590459e+01	8.1371202734e-10	3.9621003134e-05	5.3003520633e-02	3.8963678737e-01	7.2716321135e-11	1.2119693851e-04	1.4970026935e-01	5.7833058138e-02
1.1742685835e-03	5.1233858621e+02	5.3232342384e+16	1.6600726466e+16	2.5884408179e+01	7.8715101681e-10	3.7250769653e-05	4.9275123647e-02	3.9117620156e-01	7.7766788771e-11	1.1252321330e-04	1.5029141335e-01	5.8061428239e-02
1.4547578108e-03	5.1434796969e+02	6.5916161948e+16	2.0485680031e+16	2.5973550462e+01	7.8107505172e-10	3.5190768194e-05	4.6008500114e-02	3.9252304467e-01	8.4798516878e-11	1.0642652851e-04	1.5080899854e-01	5.8261384561e-02
1.8022455152e-03	5.1680337155e+02	8.1496808544e+16	2.5258370685e+16	2.6045044156e+01	7.9743409854e-10	3.3609885787e-05	4.3387621351e-02	3.9360211025e-01	9.4307719155e-11	1.0267864894e-04	1.5122412292e-01	5.8421757969e-02
2.2327351488e-03	5.1979493011e+02	1.0057683177e+17	3.1111567112e+16	2.6095516955e+01	8.4121710436e-10	3.2643939160e-05	4.1537395248e-02	3.9436226078e-01	1.0712413794e-10	1.0126685542e-04	1.5151717957e-01	5.8534970914e-02
2.7660527949e-03	5.2342693288e+02	1.2386273076e+17	3.8275521531e+16	2.6122177342e+01	9.2160282029e-10	3.2420304812e-05	4.0559645817e-02	3.9476116361e-01	1.2456468305e-10	1.0238571677e-04	1.5167196739e-01	5.8594765069e-02
3.4267602534e-03	5.2781827608e+02	1.5217180109e+17	4.7023615146e+16	2.6122094480e+01	1.0544771334e-09	3.3082282557e-05	4.0561284340e-02	3.9475426562e-01	1.4871297955e-10	1.0647726927e-04	1.5167147421e-01	5.8594568285e-02
4.2452862274e-03	5.3310215727e+02	1.8643389109e+17	5.7678406583e+16	2.6091644423e+01	1.2673513408e-09	3.4808482659e-05	4.1672830347e-02	3.9428653010e-01	1.8292735785e-10	1.1433167583e-04	1.5149469755e-01	5.8526270038e-02
5.2593277089e-03	5.3942473153e+02	2.2768999350e+17	7.0618110930e+16	2.6026613674e+01	1.6092283284e-09	3.7821916852e-05	4.4051083076e-02	3.9329339636e-01	2.3281743838e-10	1.2729268418e-04	1.5111710621e-01	5.8380385705e-02
6.5155861036e-03	5.4694249713e+02	2.7709214205e+17	8.6283655578e+16	2.5923011204e+01	2.1710403768e-09	4.2357698153e-05	4.7839550928e-02	3.9171375512e-01	3.0825023795e-10	1.4766797796e-04	1.5051555763e-01	5.8147976325e-02
8.0719180519e-03	5.5581827887e+02	3.3594925660e+17	1.0518665305e+17	2.5781179635e+01	3.1327391168e-09	4.8533170786e-05	5.3021771579e-02	3.8955146309e-01	4.2804540563e-10	1.7964180017e-04	1.4969206587e-01	5.7829821132e-02
1.0000000000e-02	5.6621584782e+02	4.0594075189e+17	1.2791889425e+17	2.5616372401e+01	4.8860305193e-09	5.5996636381e-05	5.9034144495e-02	3.8703452544e-01	6.3258086686e-10	2.3151630511e-04	1.4873517262e-01	5.7460122133e-02
1.2388629240e-02	5.7829343552e+02	4.8964555860e+17	1.5516426576e+17	2.5472973226e+01	8.3856827308e-09	6.3430607695e-05	6.4238645075e-02	3.8482838658e-01	1.0195424101e-09	3.2115012308e-04	1.4790256037e-01	5.7138426158e-02
1.5347813444e-02	5.9219661660e+02	5.9059791945e+17	1.8771427791e+17	2.5397093600e+01	1.6050498358e-08	6.9324319425e-05	6.6919810507e-02	3.8361690629e-01	1.8245105135e-09	4.8477875546e-04	1.4746198664e-01	5.6968183979e-02
1.9013837041e-02	6.0805117395e+02	7.1183347443e+17	2.2648860323e+17	2.5370057600e+01	3.3767843660e-08	7.4123369004e-05	6.7723546292e-02	3.8309089777e-01	3.5632560213e-09	7.8663324561e-04	1.4730501801e-01	5.6907512348e-02
2.3555537753e-02	6.2595655858e+02	8.5604076751e+17	2.7256215003e+17	2.5352356778e+01	7.6219996331e-08	7.9002165551e-05	6.8028156359e-02	3.8260383380e-01	7.3897186290e-09	1.3459521428e-03	1.4720225627e-01	5.6867803027e-02
2.9182082376e-02	6.4598038277e+02	1.0265362561e+18	3.2720028020e+17	2.5325031994e+01	1.8120409880e-07	8.4464167619e-05	6.8391655823e-02	3.8177535092e-01	1.5984350987e-08	2.3952080135e-03	1.4704359090e-01	5.6806582414e-02
3.6152599901e-02	6.6815407238e+02	1.2270667657e+18	3.9190394250e+17	2.5274234507e+01	4.4566660289e-07	9.0705044795e-05	6.9050905616e-02	3.8021873217e-01	3.5497854007e-08	4.3770083157e-03	1.4674866979e-01	5.6693094040e-02
4.4788115623e-02	6.9246943641e+02	1.4612761768e+18	4.6846688658e+17	2.5179252992e+01	1.1105940817e-06	9.7927802405e-05	7.0285484327e-02	3.7729960456e-01	7.9473722672e-08	8.0948503898e-03	1.4619718665e-01	5.6481708540e-02
5.5486335881e-02	7.1887559534e+02	1.7318002140e+18	5.5904790403e+17	2.5005653533e+01	2.7355716761e-06	1.0644520171e-04	7.2545975757e-02	3.7196000838e-01	1.7543858573e-07	1.4893885398e-02	1.4518923641e-01	5.6097012460e-02
6.8739964312e-02	7.4727552883e+02	2.0389588319e+18	6.6626232973e+17	2.4703167031e+01	6.4762288810e-06	1.1668925211e-04	7.6492605534e-02	3.6265188959e-01	3.7219098328e-07	2.6745483043e-02	1.4343293852e-01	5.5427200852e-02
8.5159393183e-02	7.7752150067e+02	2.3794050473e+18	7.9329892929e+17	2.4211459342e+01	1.4325555074e-05	1.2908449949e-04	8.2942472239e-02	3.4752968382e-01	7.3915457054e-07	4.5980470758e-02	1.4057798675e-01	5.4333678580e-02
1.0550081484e-01	8.0940879669e+02	2.7454485224e+18	9.4407090022e+17	2.3474601131e+01	2.8907843957e-05	1.4401793512e-04	9.2855995389e-02	3.2502064496e-01	1.3429193473e-06	7.4415886845e-02	1.3629963571e-01	5.2687342666e-02
1.3070104796e-01	8.4266756026e+02	3.1258167838e+18	1.1234131720e+18	2.2460196261e+01	5.2370434252e-05	1.6210409933e-04	1.0747581048e-01	2.9468072964e-01	2.1948040278e-06	1.1194663824e-01	1.3040976898e-01	5.0416165129e-02
1.6192068245e-01	8.7695303787e+02	3.5172880068e+18	1.3373426834e+18	2.1230231545e+01	8.4569358388e-05	1.7907018010e-04	1.2575834570e-01	2.5826596912e-01	3.2384224217e-06	1.5651983711e-01	1.2326830441e-01	4.7662337705e-02
2.0059753011e-01	9.1183529459e+02	3.9392017420e+18	1.5934039895e+18	1.9955971507e+01	1.2082970070e-04	1.8467409069e-04	1.4338025037e-01	2.1965494486e-01	4.3883499025e-06	2.0488571206e-01	1.1586951323e-01	4.4812748687e-02
2.4851284270e-01	9.4679050279e+02	4.4266117364e+18	1.9011293282e+18	1.8795305007e+01	1.5020063220e-04	1.7477132560e-04	1.5856876433e-01	1.8389501079e-01	5.4735697640e-06	2.5040194380e-01	1.0913050541e-01	4.2220771334e-02
3.0787334695e-01	9.8119731920e+02	5.0430652919e+18	2.2726494774e+18	1.7912354850e+01	1.5789438251e-04	1.4776393550e-04	1.6995529710e-01	1.5656241731e-01	6.3162871493e-06	2.8532385010e-01	1.0400372561e-01	4.0248668454e-02
3.8141287483e-01	1.0143436415e+03	5.8745375726e+18	2.7234973374e+18	1.7411544743e+01	1.3875364280e-04	1.0958835126e-04	1.7640521097e-01	1.4101213094e-01	6.8538664594e-06	3.0519803731e-01	1.0109588776e-01	3.9122904797e-02
4.7251826936e-01	1.0454509269e+03	6.9802235237e+18	3.2736456634e+18	1.7211878032e+01	1.1023090818e-04	7.6204372765e-05	1.7897310276e-01	1.3476054104e-01	7.2268366364e-06	3.1315838158e-01	9.9936566610e-02	3.8661526000e-02
5.8538536482e-01	1.0737244901e+03	8.3854538905e+18	3.9488052821e+18	1.7141604579e+01	8.9625785986e-05	5.5620735952e-05	1.7985716387e-01	1.3249775924e-01	7.6615983724e-06	3.1599431638e-01	9.9528537670e-02	3.8485182536e-02
