#grid point     c_iterations    c_convergence           elem_conserved          P (bar)                 T (K)                   n_<tot> (cm-3)          n_g (cm-3)              m (g/mol)               e-      Al      Ar      C       Ca      Cl      Co      Cr      Cu      F       Fe      Ge      H       He      K       Mg      Mn      N       Na      Ne      Ni      O       P       S       Si      Ti      V       Zn      
32              98              ok                      ok                      9.4785997765e-08        5.0364459684e+02        2.9355824370e+12        1.3631282683e+12        2.0200805036e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
33              98              ok                      ok                      1.1742685835e-07        5.0364476910e+02        3.6430701904e+12        1.6887284947e+12        2.0235725512e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
34              98              ok                      ok                      1.4547578108e-07        5.0364498251e+02        4.5221900156e+12        2.0921022343e+12        2.0275751692e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
35              98              ok                      ok                      1.8022455153e-07        5.0364524689e+02        5.6138305597e+12        2.5918265307e+12        2.0317226942e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
36              97              ok                      ok                      2.2327351488e-07        5.0364557442e+02        6.9696582747e+12        3.2109157062e+12        2.0360745956e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
37              96              ok                      ok                      2.7660527949e-07        5.0364598019e+02        8.6558091640e+12        3.9778812157e+12        2.0411125225e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
38              94              ok                      ok                      3.4267602534e-07        5.0364648287e+02        1.0756779123e+13        4.9280446355e+12        2.0474753772e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
39              91              ok                      ok                      4.2452862274e-07        5.0364710563e+02        1.3380021356e+13        6.1051642377e+12        2.0557510696e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
40              88              ok                      ok                      5.2593277089e-07        5.0364787714e+02        1.6661809031e+13        7.5634500329e+12        2.0663945040e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
41              84              ok                      ok                      6.5155861036e-07        5.0364883293e+02        2.0774465059e+13        9.3700600414e+12        2.0796895718e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
42              80              ok                      ok                      8.0719180519e-07        5.0365001702e+02        2.5934886016e+13        1.1608192690e+13        2.0957080523e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
43              77              ok                      ok                      1.0000000000e-06        5.0365148392e+02        3.2414843684e+13        1.4380917653e+13        2.1143083119e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
44              74              ok                      ok                      1.2388629240e-06        5.0365330120e+02        4.0553621440e+13        1.7815921410e+13        2.1351692367e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
45              71              ok                      ok                      1.5347813444e-06        5.0365555253e+02        5.0773455787e+13        2.2071385832e+13        2.1578341639e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
46              69              ok                      ok                      1.9013837041e-06        5.0365834157e+02        6.3598761513e+13        2.7343270173e+13        2.1817706593e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
47              67              ok                      ok                      2.3555537753e-06        5.0366179674e+02        7.9680336257e+13        3.3874331255e+13        2.2064358125e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
48              65              ok                      ok                      2.9182082376e-06        5.0366607712e+02        9.9825225977e+13        4.1965296423e+13        2.2313149592e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
49              64              ok                      ok                      3.6152599901e-06        5.0367137977e+02        1.2503419033e+14        5.1988702491e+13        2.2559560087e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
50              63              ok                      ok                      4.4788115623e-06        5.0367794878e+02        1.5654919358e+14        6.4406035982e+13        2.2800010593e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
51              62              ok                      ok                      5.5486335881e-06        5.0368608651e+02        1.9591199084e+14        7.9788960941e+13        2.3031857638e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
52              61              ok                      ok                      6.8739964312e-06        5.0369616747e+02        2.4503785468e+14        9.8845607121e+13        2.3253404558e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
53              59              ok                      ok                      8.5159393183e-06        5.0370865552e+02        3.0630782727e+14        1.2245312190e+14        2.3463835467e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
54              58              ok                      ok                      1.0550081484e-05        5.0372412514e+02        3.8268161509e+14        1.5169797379e+14        2.3662932781e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
55              57              ok                      ok                      1.3070104796e-05        5.0374328780e+02        4.7784317914e+14        1.8792584630e+14        2.3851165598e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
56              56              ok                      ok                      1.6192068245e-05        5.0376702454e+02        5.9637952837e+14        2.3280339359e+14        2.4029466528e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
57              55              ok                      ok                      2.0059753011e-05        5.0379642621e+02        7.4400827736e+14        2.8839466114e+14        2.4199212585e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
58              53              ok                      ok                      2.4851284270e-05        5.0383284335e+02        9.2786422092e+14        3.5725562878e+14        2.4362174094e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
59              52              ok                      ok                      3.0787334695e-05        5.0387794771e+02        1.1568470906e+15        4.4255113462e+14        2.4520152172e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
60              50              ok                      ok                      3.8141287483e-05        5.0393380819e+02        1.4420689528e+15        5.4819941864e+14        2.4675054325e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
61              49              ok                      ok                      4.7251826936e-05        5.0400298462e+02        1.7973764473e+15        6.7905071947e+14        2.4828327140e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
62              47              ok                      ok                      5.8538536482e-05        5.0408864328e+02        2.2400347450e+15        8.4110780801e+14        2.4981223918e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
63              45              ok                      ok                      7.2521222472e-05        5.0419469906e+02        2.7915259128e+15        1.0417980933e+15        2.5134411570e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
64              43              ok                      ok                      8.9843853723e-05        5.0432599022e+02        3.4785670579e+15        1.2903090386e+15        2.5288161269e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
65              42              ok                      ok                      1.1130421933e-04        5.0448849277e+02        4.3343338663e+15        1.5980011248e+15        2.5442270364e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
66              40              ok                      ok                      1.3789067061e-04        5.0468958269e+02        5.4000193940e+15        1.9789155471e+15        2.5596385351e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
67              39              ok                      ok                      1.7082763938e-04        5.0493835587e+02        6.7266176379e+15        2.4503972435e+15        2.5749618937e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
68              37              ok                      ok                      2.1163202882e-04        5.0524601702e+02        8.3772924794e+15        3.0338577512e+15        2.5901148723e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
69              36              ok                      ok                      2.6218307404e-04        5.0562634992e+02        1.0430003569e+16        3.7557067099e+15        2.6049736462e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
70              35              ok                      ok                      3.2480888972e-04        5.0609628295e+02        1.2980980142e+16        4.6484854579e+15        2.6194284821e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
71              34              ok                      ok                      4.0239369086e-04        5.0667656405e+02        1.6148667359e+16        5.7522408684e+15        2.6333595153e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
72              33              ok                      ok                      4.9851062446e-04        5.0739255835e+02        2.0078565243e+16        7.1161819294e+15        2.6466478342e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
73              32              ok                      ok                      6.1758632986e-04        5.0827517983e+02        2.4948955137e+16        8.8006649857e+15        2.6591779037e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
74              31              ok                      ok                      7.6510480643e-04        5.0936196194e+02        3.0977637167e+16        1.0879555147e+16        2.6708387526e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
75              30              ok                      ok                      9.4785997765e-04        5.1069826304e+02        3.8429761090e+16        1.3443010028e+16        2.6815239442e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
76              30              ok                      ok                      1.1742685835e-03        5.1233858621e+02        4.7626573308e+16        1.6600726466e+16        2.6911180663e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
77              29              ok                      ok                      1.4547578108e-03        5.1434796969e+02        5.8956231734e+16        2.0485680031e+16        2.6995404735e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
78              29              ok                      ok                      1.8022455152e-03        5.1680337155e+02        7.2883431379e+16        2.5258370685e+16        2.7066617485e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
79              29              ok                      ok                      2.2327351488e-03        5.1979493011e+02        8.9962573580e+16        3.1111567112e+16        2.7123797138e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
80              29              ok                      ok                      2.7660527949e-03        5.2342693288e+02        1.1084875575e+17        3.8275521531e+16        2.7165656708e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
81              29              ok                      ok                      3.4267602534e-03        5.2781827608e+02        1.3630937846e+17        4.7023615146e+16        2.7190689793e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
82              29              ok                      ok                      4.2452862274e-03        5.3310215727e+02        1.6723416936e+17        5.7678406583e+16        2.7197079188e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
83              29              ok                      ok                      5.2593277089e-03        5.3942473153e+02        2.0464278951e+17        7.0618110930e+16        2.7182591285e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
84              29              ok                      ok                      6.5155861036e-03        5.4694249713e+02        2.4968886371e+17        8.6283655578e+16        2.7144456029e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
85              29              ok                      ok                      8.0719180519e-03        5.5581827887e+02        3.0365918769e+17        1.0518665305e+17        2.7079229346e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
86              29              ok                      ok                      1.0000000000e-02        5.6621584782e+02        3.6796657579e+17        1.2791889425e+17        2.6982624725e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
87              29              ok                      ok                      1.2388629240e-02        5.7829343552e+02        4.4413372533e+17        1.5516426576e+17        2.6849275612e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
88              30              ok                      ok                      1.5347813444e-02        5.9219661660e+02        5.3375994000e+17        1.8771427791e+17        2.6672222401e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
89              31              ok                      ok                      1.9013837041e-02        6.0805117395e+02        6.3846903936e+17        2.2648860323e+17        2.6442592452e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
90              31              ok                      ok                      2.3555537753e-02        6.2595655858e+02        7.5979704183e+17        2.7256215003e+17        2.6148250096e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
91              32              ok                      ok                      2.9182082376e-02        6.4598038277e+02        8.9899850103e+17        3.2720028020e+17        2.5772461454e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
92              33              ok                      ok                      3.6152599901e-02        6.6815407238e+02        1.0568278093e+18        3.9190394250e+17        2.5295031148e+01        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
