#P (bar)        	T (K)           	n_<tot> (cm-3)  	n_g (cm-3)      	m (g/mol)       	H2O1            	C1O2            	C1O1            	C1H4            	H3N1            	H2              	He              	N2              
5.8538536482e-09	5.0364392021e+02	1.8063023729e+11	8.4185051537e+10	2.0126420379e+01	1.8675439963e-03	9.6026429053e-02	1.6950648067e-01	1.7274271173e-06	8.1488827932e-11	4.1824029095e-01	8.3969766271e-02	3.3349730543e-02
7.2521222472e-09	5.0364393084e+02	2.2377935998e+11	1.0429373690e+11	2.0126713534e+01	1.8672337026e-03	9.6017475503e-02	1.6951828698e-01	2.6518176984e-06	1.0095364522e-10	4.1823883929e-01	8.3970990696e-02	3.3350198665e-02
8.9843853723e-09	5.0364394402e+02	2.7723760174e+11	1.2920564047e+11	2.0127124052e+01	1.8667995958e-03	9.6004924043e-02	1.6953465169e-01	4.0712271182e-06	1.2506788618e-10	4.1823653887e-01	8.3972705190e-02	3.3350854039e-02
1.1130421933e-08	5.0364396035e+02	3.4346958720e+11	1.6006807236e+11	2.0127725511e+01	1.8662134178e-03	9.5988032425e-02	1.6955679402e-01	6.2510657741e-06	1.5494229402e-10	4.1823327713e-01	8.3975180890e-02	3.3351800770e-02
1.3789067061e-08	5.0364398058e+02	4.2552907926e+11	1.9830239220e+11	2.0128546373e+01	1.8653892112e-03	9.5964090435e-02	1.6958735320e-01	9.5996096802e-06	1.9195235059e-10	4.1822806903e-01	8.3978608695e-02	3.3353108904e-02
1.7082763938e-08	5.0364400564e+02	5.2720231382e+11	2.4566946921e+11	2.0129696887e+01	1.8643055627e-03	9.5932469967e-02	1.6962704888e-01	1.4744484325e-05	2.3780261842e-10	4.1822055731e-01	8.3983412385e-02	3.3354936641e-02
2.1163202882e-08	5.0364403669e+02	6.5318305379e+11	3.0435077820e+11	2.0131289752e+01	1.8629622333e-03	9.5892909587e-02	1.6967521291e-01	2.2650534517e-05	2.9460468112e-10	4.1821008840e-01	8.3990062040e-02	3.3357452890e-02
2.6218307404e-08	5.0364407515e+02	8.0929210112e+11	3.7704886621e+11	2.0133476004e+01	1.8614470322e-03	9.5847308536e-02	1.6972706992e-01	3.4798951335e-05	3.6497506478e-10	4.1819622512e-01	8.3999187690e-02	3.3360876364e-02
3.2480888972e-08	5.0364412280e+02	1.0027521801e+12	4.6711181668e+11	2.0136493700e+01	1.8600125817e-03	9.5801385970e-02	1.6976992828e-01	5.3456779424e-05	4.5215802908e-10	4.1817946235e-01	8.4011782693e-02	3.3365546840e-02
4.0239369086e-08	5.0364418183e+02	1.2425374962e+12	5.7868744322e+11	2.0140790964e+01	1.8592015370e-03	9.5767022709e-02	1.6977655420e-01	8.2073252122e-05	5.6018301376e-10	4.1816296063e-01	8.4029717489e-02	3.3372115439e-02
4.9851062446e-08	5.0364425496e+02	1.5398290556e+12	7.1691431390e+11	2.0147275148e+01	1.8600616965e-03	9.5765873329e-02	1.6969348178e-01	1.2583756716e-04	6.9407399844e-10	4.1815616412e-01	8.4056779619e-02	3.3381940625e-02
6.1758632986e-08	5.0364434555e+02	1.9086234117e+12	8.8815840340e+11	2.0157696964e+01	1.8644743215e-03	9.5834901325e-02	1.6942399737e-01	1.9240173926e-04	8.6013833025e-10	4.1818038470e-01	8.4100241350e-02	3.3397696657e-02
7.6510480643e-08	5.0364445779e+02	2.3665177129e+12	1.1003062714e+12	2.0174709219e+01	1.8752138557e-03	9.6026002840e-02	1.6882542853e-01	2.9274729146e-04	1.0663385580e-09	4.1826827381e-01	8.4171207840e-02	3.3423515779e-02
9.4785997765e-08	5.0364459684e+02	2.9355824370e+12	1.3631282683e+12	2.0200805036e+01	1.8950007944e-03	9.6391094915e-02	1.6776698563e-01	4.4236159293e-04	1.3226403376e-09	4.1843977601e-01	8.4280077058e-02	3.3463214777e-02
1.1742685835e-07	5.0364476910e+02	3.6430701904e+12	1.6887284947e+12	2.0235725512e+01	1.9240538701e-03	9.6943479180e-02	1.6626327031e-01	6.6365437842e-04	1.6410715088e-09	4.1864654847e-01	8.4425793574e-02	3.3516024865e-02
1.4547578108e-07	5.0364498251e+02	4.5221900156e+12	2.0921022343e+12	2.0275751692e+01	1.9591451013e-03	9.7649709557e-02	1.6451559893e-01	9.9050932887e-04	2.0355939614e-09	4.1874878428e-01	8.4592792926e-02	3.3575271486e-02
1.8022455153e-07	5.0364524689e+02	5.6138305597e+12	2.5918265307e+12	2.0317226942e+01	1.9967205803e-03	9.8484035745e-02	1.6273197668e-01	1.4735569948e-03	2.5224445140e-09	4.1857475257e-01	8.4765830447e-02	3.3634189723e-02
2.2327351488e-07	5.0364557442e+02	6.9696582747e+12	3.2109157062e+12	2.0360745956e+01	2.0371840071e-03	9.9493939526e-02	1.6091394610e-01	2.1827684217e-03	3.1212014967e-09	4.1799714502e-01	8.4947372207e-02	3.3693077865e-02
2.7660527949e-07	5.0364598019e+02	8.6558091640e+12	3.9778812157e+12	2.0411125225e+01	2.0853209632e-03	1.0079759894e-01	1.5885565218e-01	3.2061725104e-03	3.8557851724e-09	4.1693473937e-01	8.5157567915e-02	3.3759829122e-02
3.4267602534e-07	5.0364648287e+02	1.0756779123e+13	4.9280446355e+12	2.0474753772e+01	2.1479387615e-03	1.0254092400e-01	1.5628168921e-01	4.6449114585e-03	4.7548763160e-09	4.1530900900e-01	8.5423036992e-02	3.3845974275e-02
4.2452862274e-07	5.0364710563e+02	1.3380021356e+13	6.1051642377e+12	2.0557510696e+01	2.2320283481e-03	1.0485869721e-01	1.5294865108e-01	6.6033655983e-03	5.8521122806e-09	4.1302315935e-01	8.5768301005e-02	3.3963385476e-02
5.2593277089e-07	5.0364787714e+02	1.6661809031e+13	7.5634500329e+12	2.0663945040e+01	2.3443335091e-03	1.0785413903e-01	1.4867931811e-01	9.1731992788e-03	7.1865740091e-09	4.0997780783e-01	8.6212372465e-02	3.4122508965e-02
6.5155861036e-07	5.0364883293e+02	2.0774465059e+13	9.3700600414e+12	2.0796895718e+01	2.4914669876e-03	1.1158621081e-01	1.4337381605e-01	1.2414499054e-02	8.8037491500e-09	4.0610081544e-01	8.6767039297e-02	3.4330886897e-02
8.0719180519e-07	5.0365001702e+02	2.5934886016e+13	1.1608192690e+13	2.0957080523e+01	2.6799338125e-03	1.1605669834e-01	1.3701870559e-01	1.6341552119e-02	1.0756888561e-08	4.0136866641e-01	8.7435327028e-02	3.4591707774e-02
1.0000000000e-06	5.0365148392e+02	3.2414843684e+13	1.4380917653e+13	2.1143083119e+01	2.9163672516e-03	1.2120938971e-01	1.2968499850e-01	2.0917836385e-02	1.3108923315e-08	3.9581611152e-01	8.8211373782e-02	3.4903282716e-02
1.2388629240e-06	5.0365330120e+02	4.0553621440e+13	1.7815921410e+13	2.1351692367e+01	3.2079380105e-03	1.2693902835e-01	1.2151503121e-01	2.6060956639e-02	1.5935002537e-08	3.8953254678e-01	8.9081720215e-02	3.5259521459e-02
1.5347813444e-06	5.0365555253e+02	5.0773455787e+13	2.2071385832e+13	2.1578341639e+01	3.5627138221e-03	1.3310264889e-01	1.1270360011e-01	3.1655473181e-02	1.9325431615e-08	3.8264549861e-01	9.0027306678e-02	3.5650992766e-02
1.9013837041e-06	5.0365834157e+02	6.3598761513e+13	2.7343270173e+13	2.1817706593e+01	3.9901154653e-03	1.3953512348e-01	1.0347534402e-01	3.7568056944e-02	2.3389209690e-08	3.7530177915e-01	9.1025981607e-02	3.6066413775e-02
2.3555537753e-06	5.0366179674e+02	7.9680336257e+13	3.3874331255e+13	2.2064358125e+01	4.5014703815e-03	1.4606605626e-01	9.4062905232e-02	4.3661099179e-02	2.8258484017e-08	3.6765215071e-01	9.2055032521e-02	3.6494252132e-02
2.9182082376e-06	5.0366607712e+02	9.9825225977e+13	4.1965296423e+13	2.2313149592e+01	5.1102413767e-03	1.5252965316e-01	8.4690769458e-02	4.9805487167e-02	3.4093163188e-08	3.5983376577e-01	9.3092987539e-02	3.6923954116e-02
3.6152599901e-06	5.0367137977e+02	1.2503419033e+14	5.1988702491e+13	2.2559560087e+01	5.8322390752e-03	1.5877433753e-01	7.5561665394e-02	5.5889624295e-02	4.1086017458e-08	3.5195891359e-01	9.4121064276e-02	3.7346831919e-02
4.4788115623e-06	5.0367794878e+02	1.5654919358e+14	6.4406035982e+13	2.2800010593e+01	6.6859896615e-03	1.6467256327e-01	6.6845798986e-02	6.1823716971e-02	4.9468841043e-08	3.4411247327e-01	9.5124262169e-02	3.7756523830e-02
5.5486335881e-06	5.0368608651e+02	1.9591199084e+14	7.9788960941e+13	2.3031857638e+01	7.6926486952e-03	1.7012301007e-01	5.8675849721e-02	6.7542799256e-02	5.9517849702e-08	3.3634709142e-01	9.6091557165e-02	3.8148860730e-02
6.8739964312e-06	5.0369616747e+02	2.4503785468e+14	9.8845607121e+13	2.3253404558e+01	8.8760809759e-03	1.7505360781e-01	5.1144428243e-02	7.3005578669e-02	7.1559850445e-08	3.2868638872e-01	9.7015874229e-02	3.8521574386e-02
8.5159393183e-06	5.0370865552e+02	3.0630782727e+14	1.2245312190e+14	2.3463835467e+01	1.0262920339e-02	1.7942195418e-01	4.4305234592e-02	7.8191241314e-02	8.5978881638e-08	3.2113063614e-01	9.7893728811e-02	3.8873912589e-02
1.0550081484e-05	5.0372412514e+02	3.8268161509e+14	1.5169797379e+14	2.3662932781e+01	1.1881755940e-02	1.8320919998e-01	3.8178195583e-02	8.3097614252e-02	1.0321971409e-07	3.1365619981e-01	9.8724381588e-02	3.9206153198e-02
1.3070104796e-05	5.0374328780e+02	4.7784317914e+14	1.8792584630e+14	2.3851165598e+01	1.3763190752e-02	1.8642023552e-01	3.2754368748e-02	8.7735420744e-02	1.2379508963e-07	3.0622745818e-01	9.9509711242e-02	3.9519493581e-02
1.6192068245e-05	5.0376702454e+02	5.9637952837e+14	2.3280339359e+14	2.4029466528e+01	1.5937894708e-02	1.8907433078e-01	2.8003845928e-02	9.2127957373e-02	1.4828463437e-07	2.9879359033e-01	1.0025361230e-01	3.9815804619e-02
2.0059753011e-05	5.0379642621e+02	7.4400827736e+14	2.8839466114e+14	2.4199212585e+01	1.8434354230e-02	1.9120006828e-01	2.3882112837e-02	9.6309319598e-02	1.7733098224e-07	2.9129167063e-01	1.0096183261e-01	4.0097587595e-02
2.4851284270e-05	5.0383284335e+02	9.2786422092e+14	3.5725562878e+14	2.4362174094e+01	2.1276227753e-02	1.9283187078e-01	2.0335367594e-02	1.0032162288e-01	2.1163178788e-07	2.8365231023e-01	1.0164166302e-01	4.0367878491e-02
3.0787334695e-05	5.0387794771e+02	1.1568470906e+15	4.4255113462e+14	2.4520152172e+01	2.4478319398e-02	1.9400452873e-01	1.7305196435e-02	1.0421251050e-01	2.5191994934e-07	2.7580174981e-01	1.0230081545e-01	4.0629827390e-02
3.8141287483e-05	5.0393380819e+02	1.4420689528e+15	5.4819941864e+14	2.4675054325e+01	2.8046869372e-02	1.9475852146e-01	1.4731152892e-02	1.0802590339e-01	2.9896200062e-07	2.6768256905e-01	1.0294704367e-01	4.0886565936e-02
4.7251826936e-05	5.0400298462e+02	1.7973764473e+15	6.7905071947e+14	2.4828327140e+01	3.1975557620e-02	1.9513273323e-01	1.2554480744e-02	1.1180104264e-01	3.5352758697e-07	2.5924982555e-01	1.0358658698e-01	4.1140603072e-02
5.8538536482e-05	5.0408864328e+02	2.2400347450e+15	8.4110780801e+14	2.4981223918e+01	3.6248354564e-02	1.9517056613e-01	1.0719602566e-02	1.1556555276e-01	4.1639427744e-07	2.5048780161e-01	1.0422446500e-01	4.1393949747e-02
7.2521222472e-05	5.0419469906e+02	2.7915259128e+15	1.0417980933e+15	2.5134411570e+01	4.0836729899e-02	1.9491330622e-01	9.1761370714e-03	1.1933745785e-01	4.8831435043e-07	2.4140133984e-01	1.0486355637e-01	4.1647759381e-02
8.9843853723e-05	5.0432599022e+02	3.4785670579e+15	1.2903090386e+15	2.5288161269e+01	4.5702289844e-02	1.9440262855e-01	7.8793255832e-03	1.2312332701e-01	5.7001196917e-07	2.3202064311e-01	1.0550498808e-01	4.1902485161e-02
1.1130421933e-04	5.0448849277e+02	4.3343338663e+15	1.5980011248e+15	2.5442270364e+01	5.0796910535e-02	1.9367822102e-01	6.7903156191e-03	1.2692013464e-01	6.6216250443e-07	2.2239573679e-01	1.0614803521e-01	4.2157842539e-02
1.3789067061e-04	5.0468958269e+02	5.4000193940e+15	1.9789155471e+15	2.5596385351e+01	5.6067683235e-02	1.9278083786e-01	5.8757764611e-03	1.3071508372e-01	7.6540936149e-07	2.1259821878e-01	1.0679098020e-01	4.2413150535e-02
1.7082763938e-04	5.0493835587e+02	6.7266176379e+15	2.4503972435e+15	2.5749618937e+01	6.1453318233e-02	1.9174580931e-01	5.1076966488e-03	1.3449024439e-01	8.8031627288e-07	2.0270765720e-01	1.0743035701e-01	4.2667033976e-02
2.1163202882e-04	5.0524601702e+02	8.3772924794e+15	3.0338577512e+15	2.5901148723e+01	6.6892782546e-02	1.9060965151e-01	4.4625391355e-03	1.3822122528e-01	1.0074244537e-06	1.9281764409e-01	1.0806249111e-01	4.2918033290e-02
2.6218307404e-04	5.0562634992e+02	1.0430003569e+16	3.7557067099e+15	2.6049736462e+01	7.2320012340e-02	1.8940304506e-01	3.9208646970e-03	1.4188169210e-01	1.1471981643e-06	1.8302212140e-01	1.0868246271e-01	4.3164195345e-02
3.2480888972e-04	5.0609628295e+02	1.2980980142e+16	4.6484854579e+15	2.6194284821e+01	7.7672272791e-02	1.8815673143e-01	3.4665890020e-03	1.4544243029e-01	1.3001025991e-06	1.7342025082e-01	1.0928556560e-01	4.3403650695e-02
4.0239369086e-04	5.0667656405e+02	1.6148667359e+16	5.7522408684e+15	2.6333595153e+01	8.2887603642e-02	1.8689795676e-01	3.0865719029e-03	1.4887391150e-01	1.4665936460e-06	1.6410882145e-01	1.0986679959e-01	4.3634413366e-02
4.9851062446e-04	5.0739255835e+02	2.0078565243e+16	7.1161819294e+15	2.6466478342e+01	8.7906808048e-02	1.8565138025e-01	2.7701586726e-03	1.5214682813e-01	1.6471619023e-06	1.5518144164e-01	1.1042120335e-01	4.3854512739e-02
6.1758632986e-04	5.0827517983e+02	2.4948955137e+16	8.8006649857e+15	2.6591779037e+01	9.2674052252e-02	1.8443914281e-01	2.5088297429e-03	1.5523268607e-01	1.8423775631e-06	1.4672723964e-01	1.1094395532e-01	4.4062033626e-02
7.6510480643e-04	5.0936196194e+02	3.0977637167e+16	1.0879555147e+16	2.6708387526e+01	9.7137060298e-02	1.8328099840e-01	2.2959351869e-03	1.5810409030e-01	2.0529450013e-06	1.3883033776e-01	1.1143042285e-01	4.4255135778e-02
9.4785997765e-04	5.1069826304e+02	3.8429761090e+16	1.3443010028e+16	2.6815239442e+01	1.0124690994e-01	1.8219450258e-01	2.1265176377e-03	1.6073472785e-01	2.2797660349e-06	1.3157008688e-01	1.1187616052e-01	4.4432053172e-02
1.1742685835e-03	5.1233858621e+02	4.7626573308e+16	1.6600726466e+16	2.6911180663e+01	1.0495550578e-01	1.8119411890e-01	1.9972416976e-03	1.6309919627e-01	2.5239773769e-06	1.2502110853e-01	1.1227652343e-01	4.4590941233e-02
1.4547578108e-03	5.1434796969e+02	5.8956231734e+16	2.0485680031e+16	2.6995404735e+01	1.0822189268e-01	1.8029574380e-01	1.9063917168e-03	1.6517182310e-01	2.7871379467e-06	1.1925856923e-01	1.1262782099e-01	4.4730331969e-02
1.8022455152e-03	5.1680337155e+02	7.2883431379e+16	2.5258370685e+16	2.7066617485e+01	1.1099837530e-01	1.7950960184e-01	1.8541186611e-03	1.6692671661e-01	3.0710847077e-06	1.1435443219e-01	1.1292498920e-01	4.4848214767e-02
2.2327351488e-03	5.1979493011e+02	8.9962573580e+16	3.1111567112e+16	2.7123797138e+01	1.1324171386e-01	1.7884785609e-01	1.8427700488e-03	1.6833562388e-01	3.3781847316e-06	1.1038660344e-01	1.1316359262e-01	4.4942826051e-02
2.7660527949e-03	5.2342693288e+02	1.1084875575e+17	3.8275521531e+16	2.7165656708e+01	1.1490381216e-01	1.7832030843e-01	1.8776305695e-03	1.6936690066e-01	3.7111987975e-06	1.0743908423e-01	1.1333826539e-01	4.5012033313e-02
3.4267602534e-03	5.2781827608e+02	1.3630937846e+17	4.7023615146e+16	2.7190689793e+01	1.1593179625e-01	1.7793523484e-01	1.9681075775e-03	1.6998347456e-01	4.0732189695e-06	1.0560705922e-01	1.1344272486e-01	4.5053339749e-02
4.2452862274e-03	5.3310215727e+02	1.6723416936e+17	5.7678406583e+16	2.7197079188e+01	1.1626639555e-01	1.7769846794e-01	2.1297192423e-03	1.7014059798e-01	4.4674401162e-06	1.0500126110e-01	1.1346939061e-01	4.5063733039e-02
5.2593277089e-03	5.3942473153e+02	2.0464278951e+17	7.0618110930e+16	2.7182591285e+01	1.1584109045e-01	1.7761133760e-01	2.3873935410e-03	1.6978324779e-01	4.8967363481e-06	1.0575202363e-01	1.1340894390e-01	4.5039510582e-02
6.5155861036e-03	5.4694249713e+02	2.4968886371e+17	8.6283655578e+16	2.7144456029e+01	1.1458290127e-01	1.7766658855e-01	2.7809607765e-03	1.6884316738e-01	5.3629818733e-06	1.0801214708e-01	1.1324982678e-01	4.4976080838e-02
8.0719180519e-03	5.5581827887e+02	3.0365918769e+17	1.0518665305e+17	2.7079229346e+01	1.1241616963e-01	1.7784082111e-01	3.3743291339e-03	1.6723547509e-01	5.8660863141e-06	1.1195728806e-01	1.1297766788e-01	4.4867735625e-02
1.0000000000e-02	5.6621584782e+02	3.6796657579e+17	1.2791889425e+17	2.6982624725e+01	1.0927120271e-01	1.7808116243e-01	4.2707909522e-03	1.6485451262e-01	6.4028033929e-06	1.1778232670e-01	1.1257457943e-01	4.4707371187e-02
1.2388629240e-02	5.7829343552e+02	4.4413372533e+17	1.5516426576e+17	2.6849275612e+01	1.0509994262e-01	1.7828282555e-01	5.6382506628e-03	1.6156799092e-01	6.9655502759e-06	1.2569254384e-01	1.1201816538e-01	4.4486094005e-02
1.5347813444e-02	5.9219661660e+02	5.3375994000e+17	1.8771427791e+17	2.6672222401e+01	9.9898420675e-02	1.7825225936e-01	7.7495345768e-03	1.5720752333e-01	7.5416532301e-06	1.3588927122e-01	1.1127955909e-01	4.4192440240e-02
1.9013837041e-02	6.0805117395e+02	6.3846903936e+17	2.2648860323e+17	2.6442592452e+01	9.3744365185e-02	1.7765854442e-01	1.1042224628e-02	1.5155149261e-01	8.1142539646e-06	1.4855937993e-01	1.1032156582e-01	4.3811628450e-02
2.3555537753e-02	6.2595655858e+02	7.5979704183e+17	2.7256215003e+17	2.6148250096e+01	8.6825499296e-02	1.7596725799e-01	1.6194694740e-02	1.4429912490e-01	8.6648410536e-06	1.6386989614e-01	1.0909343026e-01	4.3323463164e-02
2.9182082376e-02	6.4598038277e+02	8.9899850103e+17	3.2720028020e+17	2.5772461454e+01	7.9452867688e-02	1.7239014279e-01	2.4186846954e-02	1.3504415380e-01	9.1775633368e-06	1.8197888965e-01	1.0752564052e-01	4.2700219124e-02
3.6152599901e-02	6.6815407238e+02	1.0568278093e+18	3.9190394250e+17	2.5295031148e+01	7.2041614233e-02	1.6593331078e-01	3.6251826368e-02	1.2328658984e-01	9.6434702328e-06	2.0305285153e-01	1.0553380168e-01	4.1908053214e-02
4.4788115623e-02	6.9246943641e+02	1.2334554639e+18	4.6846688658e+17	2.4697628902e+01	6.5017748945e-02	1.5564815089e-01	5.3556632737e-02	1.0857156945e-01	1.0057604740e-05	2.2719306256e-01	1.0304132303e-01	4.0915807077e-02
5.5486335881e-02	7.1887559534e+02	1.4290249357e+18	5.5904790403e+17	2.3977366586e+01	5.8699842774e-02	1.4115990540e-01	7.6506168022e-02	9.0834454811e-02	1.0405823201e-05	2.5415268463e-01	1.0003639362e-01	3.9717536364e-02
6.8739964312e-02	7.4727552883e+02	1.6454839439e+18	6.6626232973e+17	2.3166430693e+01	5.3247575738e-02	1.2326598913e-01	1.0393018320e-01	7.0875636877e-02	1.0648910812e-05	2.8283811012e-01	9.6653111386e-02	3.8365352124e-02
8.5159393183e-02	7.7752150067e+02	1.8893385034e+18	7.9329892929e+17	2.2340031993e+01	4.8747256991e-02	1.0406520472e-01	1.3287626820e-01	5.0589081745e-02	1.0723283365e-05	3.1092177361e-01	9.3205214345e-02	3.6984603890e-02
1.0550081484e-01	8.0940879669e+02	2.1734182418e+18	9.4407090022e+17	2.1594818973e+01	4.5352775502e-02	8.6264430820e-02	1.5965446451e-01	3.2533157161e-02	1.0570316481e-05	3.3512726832e-01	9.0096167644e-02	3.5739633978e-02
1.3070104796e-01	8.4266756026e+02	2.5149656850e+18	1.1234131720e+18	2.0999237707e+01	4.3247306153e-02	7.1931730089e-02	1.8182765475e-01	1.8841471413e-02	1.0179448180e-05	3.5245740693e-01	8.7611306463e-02	3.4748817200e-02
1.6192068245e-01	8.7695303787e+02	2.9346232291e+18	1.3373426834e+18	2.0583566568e+01	4.2657983681e-02	6.1540742687e-02	1.9830704486e-01	1.0009875608e-02	9.6397528531e-06	3.6225846260e-01	8.5877099639e-02	3.4063767959e-02
2.0059753011e-01	9.1183529459e+02	3.4574515848e+18	1.5934039895e+18	2.0353597133e+01	4.3687412721e-02	5.4348696351e-02	2.0866905814e-01	5.0539580837e-03	9.0971928554e-06	3.6633621892e-01	8.4917662217e-02	3.3690645646e-02
2.4851284270e-01	9.4679050279e+02	4.1028789585e+18	1.9011293282e+18	2.0243616663e+01	4.5701060950e-02	4.9237675759e-02	2.1508387239e-01	2.5772569462e-03	8.6468811623e-06	3.6682173341e-01	8.4458777667e-02	3.3515965865e-02
3.0787334695e-01	9.8119731920e+02	4.8920500211e+18	2.2726494774e+18	2.0191540492e+01	4.8041443688e-02	4.5331248711e-02	2.1953814989e-01	1.3976542202e-03	8.3480066987e-06	3.6553882228e-01	8.4241532542e-02	3.3435441792e-02
3.8141287483e-01	1.0143436415e+03	5.8551495091e+18	2.7234973374e+18	2.0166106652e+01	5.0346749188e-02	4.2179321505e-02	2.2293344316e-01	8.3053936598e-04	8.2349120341e-06	3.6361131897e-01	8.4135422481e-02	3.3397254939e-02
4.7251826936e-01	1.0454509269e+03	7.0333549585e+18	3.2736456634e+18	2.0153100457e+01	5.2446035862e-02	3.9587348638e-02	2.2563613628e-01	5.4971209069e-04	8.3314479494e-06	3.6159106133e-01	8.4081171235e-02	3.3378172092e-02
5.8538536482e-01	1.0737244901e+03	8.4810236432e+18	3.9488052821e+18	2.0146218057e+01	5.4265071280e-02	3.7468360243e-02	2.2780327243e-01	4.0891056998e-04	8.6651406522e-06	3.5972525845e-01	8.4052470952e-02	3.3368065823e-02
